deviceId,DataDateTime,DeviceName,GPSLatitude,GPSLongitude,SubmergedBool,PressPod1,PressPod2,SST,TempPod1,TempPod2,TempPod3,TempPod4,TempPod5,TempPod6,TempPod7,37IMSST1,37IMSST2,37IMSST3,37IMSST4,37IMSalinity1,37IMSalinity2,37IMSalinity3,37IMSalinity4,sigT1,sigT2,sigT3,sigT4,LI_192_0,LI_192_0_StdDev,LI_192_1,LI_192_1_StdDev,LI_192_2,LI_192_2_StdDev,LI_192_3,LI_192_3_StdDev,LI_192_4,LI_192_4_StdDev,LI_192_5,LI_192_5_StdDev,LI_192_6,LI_192_6_StdDev,LI_192_7,LI_192_7_StdDev,LI_192_8,LI_192_8_StdDev,MS9_1_Tilt,MS9_1_410nm,MS9_1_440nm,MS9_1_490nm,MS9_1_510nm,MS9_1_550nm,MS9_1_636nm,MS9_1_660nm,MS9_1_685nm,MS9_1_710nm,MS9_1_PAR,ECO_460CDOM,ECO_532nm,ECO_695Chl,Cyclops_Chl,Cyclops_Chl_StdDev,,,
8,4/26/2018 3:00,WB-I-0008,71.972565,-151.140549,0,210,497,-5.98,-1.59,-1.59,-1.59,-1.58,-1.56,-1.21,-0.6,-1.5878,-1.5847,-1.5819,-0.5159,29.61842,29.61544,29.61885,31.36076,23.81507,23.8526,23.90517,25.42604,478.9815,-9,6.49042,-9,5.66388,-9,5.2514,-9,4.17879,-9,3.032,-9,2.24505,-9,1.04188,-9,0.16546,-9,1.05,0.3175021,0.470504,0.5452988,0.5286433,0.8983607,-0.02141579,-0.02059917,0,0,4.991838,1.2698,0.00023436,0.4719,0.3225808,-9,,,
8,4/26/2018 4:00,WB-I-0008,71.974698,-151.157314,0,210,497,-6.152581,-1.59,-1.589677,-1.59,-1.58,-1.549677,-0.8219355,-0.65,-1.585039,-1.584723,-1.583345,-0.5511581,29.61786,29.61669,29.61822,31.35606,23.81458,23.85361,23.90468,25.42352,321.1562,-9,4.128094,-9,3.664469,-9,3.495807,-9,2.835154,-9,1.997617,-9,1.363849,-9,0.7531032,-9,0.003501069,-9,1.14,0.1948464,0.2913925,0.3356045,0.3267741,0.5783965,-0.03956549,-0.02738408,0,0,3.14976,1.269863,0.000234631,0.4815158,0.2769119,-9,,,
8,4/26/2018 5:00,WB-I-0008,71.976723,-151.174393,0,210,497,-6.41,-1.58,-1.58,-1.59,-1.58,-1.53,-0.79,-0.65,-1.5834,-1.5833,-1.5802,-0.5062,29.61799,29.61609,29.62329,31.35392,23.81467,23.85311,23.90875,25.42016,203.1807,-9,2.71692,-9,2.35995,-9,2.2506,-9,1.70247,-9,1.2128,-9,0.89802,-9,0.44652,-9,0,-9,1.16,0.1001759,0.1602367,0.1907901,0.1888422,0.3583347,-0.05423896,-0.03442667,0,0,1.862489,1.2698,0.00023436,0.5082,0.2649771,-9,,,
8,4/26/2018 6:00,WB-I-0008,71.978165,-151.190445,0,210,498,-6.67,-1.59,-1.59,-1.59,-1.58,-1.53,-0.79,-0.63,-1.585,-1.5837,-1.5828,-0.556,29.61727,29.61663,29.61988,31.38884,23.8141,23.85355,23.90602,25.45019,95.41818,-9,1.20752,-9,0.94398,-9,0.90024,-9,0.77385,-9,0.4548,-9,0.29934,-9,0.14884,-9,0,-9,1.02,0.01471306,0.03749037,0.04605985,0.05173359,0.1417316,-0.06557199,-0.04168088,0,0,0.606682,1.2698,0.00024273,0.5082,0.2188941,-9,,,
8,4/26/2018 7:00,WB-I-0008,71.978991,-151.205994,0,210,498,-7.484193,-1.59,-1.59,-1.59,-1.58,-1.569355,-0.9854839,-0.6009678,-1.584461,-1.583716,-1.584123,-0.5407903,29.61792,29.61716,29.62098,31.36712,23.81462,23.85398,23.90694,25.43209,28.44452,-9,0.3116428,-9,0.1651627,-9,0.1575102,-9,0.1588037,-9,0.1577072,-9,0.00262539,-9,0,-9,1.29E-06,-9,0.94,-0.04409787,-0.04580438,-0.05019341,-0.0366238,0.009892238,-0.07370035,-0.04910059,0,0,0.02852177,1.267358,0.000242655,0.4858419,0.3084772,-9,,,
8,4/26/2018 8:00,WB-I-0008,71.980042,-151.223343,0,210,498,-8.96,-1.59,-1.59,-1.59,-1.58,-1.4,-0.96,-0.61,-1.5867,-1.5853,-1.5842,-0.5203,29.61965,29.61932,29.62837,31.34322,23.81606,23.85576,23.91293,25.41203,6.56139,-9,1.00E-10,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,1.09,-0.08483615,-0.1046113,-0.1186623,-0.0998619,-0.07193368,-0.07875983,-0.05663973,0,0,0,1.2698,0.00023436,0.4961,0.357143,-9,,,
8,4/26/2018 9:00,WB-I-0008,71.981155,-151.24057,0,210,498,-10.14,-1.59,-1.59,-1.59,-1.59,-1.45,-0.93,-0.56,-1.5883,-1.5865,-1.587,-0.4948,29.62029,29.6227,29.62816,31.33934,23.8166,23.85852,23.9128,25.40796,1.33452,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0.94,-0.1084266,-0.1397789,-0.1601784,-0.1388423,-0.1198551,-0.08088619,-0.06425221,0,0,0,1.2698,0.00023436,0.4961,0.3225808,-9,,,
8,4/26/2018 10:00,WB-I-0008,71.982327,-151.256693,0,210,498,-10.93839,-1.599677,-1.59,-1.59,-1.59,-1.510645,-0.8067742,-0.5596774,-1.592,-1.586252,-1.588255,-0.4774032,29.62413,29.62497,29.631,31.35712,23.81977,23.86035,23.91512,25.42168,0.5579482,-9,0,-9,2.91E-07,-9,0,-9,0,-9,0,-9,0,-9,1.85E-08,-9,0,-9,0.97,-0.115794,-0.1521558,-0.1755733,-0.1540375,-0.1359239,-0.08021522,-0.07189192,0,0,0,1.269799,0.000242736,0.4969214,0.3656122,-9,,,
8,4/26/2018 11:00,WB-I-0008,71.983429,-151.2724,0,210,498,-11.34,-1.6,-1.6,-1.59,-1.59,-1.56,-1.21,-0.63,-1.5943,-1.5864,-1.585,-0.5579,29.6219,29.62137,29.62726,31.40241,23.81799,23.85744,23.91204,25.46122,1.00089,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,1.18,-0.1078632,-0.1425905,-0.1656786,-0.14592,-0.1221921,-0.0768827,-0.07951279,0,0,0,1.2698,0.00023436,0.4477,0.2764978,-9,,,
8,4/26/2018 12:00,WB-I-0008,71.984772,-151.287567,0,210,498,-12.22,-1.6,-1.59,-1.59,-1.58,-1.47,-0.79,-0.63,-1.5908,-1.5854,-1.5852,-0.491,29.61691,29.61832,29.62296,31.36906,23.81389,23.85495,23.90855,25.43183,4.22598,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,1.33,-0.08555906,-0.1119317,-0.1313257,-0.1149624,-0.08071151,-0.0710244,-0.08706872,0,0,0,1.2698,0.00023436,0.4235,0.2649771,-9,,,
8,4/26/2018 13:00,WB-I-0008,71.986122,-151.301987,0,210,498,-11.01,-1.59,-1.59,-1.59,-1.58,-1.57,-0.78,-0.61,-1.591,-1.5871,-1.5828,-0.5747,29.61493,29.61442,29.62248,31.4037,23.81228,23.85181,23.90813,25.46287,17.01513,-9,0.15094,-9,0.15733,-9,0.15004,-9,0,-9,0,-9,0,-9,0,-9,0,-9,1.37,-0.0498063,-0.06102794,-0.07334632,-0.06163702,-0.01353407,-0.0627761,-0.09451363,0,0,0,1.2698,0.00024273,0.4114,0.2304149,-9,,,
8,4/26/2018 14:00,WB-I-0008,71.987391,-151.315983,0,210,498,-10.58452,-1.599677,-1.599677,-1.6,-1.59,-1.549677,-0.8093548,-0.5796774,-1.59301,-1.591435,-1.58971,-0.6498387,29.61511,29.61467,29.61837,31.49322,23.81246,23.85207,23.90489,25.5379,63.56176,-9,0.7427061,-9,0.6150333,-9,0.5866262,-9,0.4578573,-9,0.2951538,-9,0.1451232,-9,0.145522,-9,0,-9,1.36,-0.001529761,0.009272262,0.007428037,0.0135835,0.08119972,-0.05227359,-0.1018014,0,0,0.275365,1.2698,0.000234017,0.4118277,0.2181924,-9,,,
8,4/26/2018 15:00,WB-I-0008,71.988274,-151.32959,0,210,498,-9.9,-1.59,-1.59,-1.59,-1.59,-1.52,-0.84,-0.63,-1.5927,-1.5911,-1.5837,-0.5827,29.61485,29.61227,29.62242,31.40613,23.81224,23.85012,23.90809,25.46512,130.5605,-9,1.66034,-9,1.41597,-9,1.35036,-9,1.08339,-9,0.758,-9,0.59868,-9,0.14884,-9,0,-9,1.29,0.05655008,0.08739224,0.09226671,0.09265257,0.2064096,-0.03965263,-0.108886,0,0,1.01949,1.2698,0.00022599,0.4235,0.2188941,-9,,,
8,4/26/2018 16:00,WB-I-0008,71.988755,-151.34201,0,210,498,-9.559032,-1.59,-1.59,-1.590323,-1.59,-1.520323,-0.875,-0.5709677,-1.592929,-1.590339,-1.581639,-0.5471258,29.61282,29.61259,29.61554,31.418,23.8106,23.85036,23.90249,25.47343,197.6986,-9,2.806098,-9,2.466862,-9,2.350691,-9,1.818272,-9,1.338594,-9,1.027355,-9,0.439139,-9,0,-9,1.26,0.1401171,0.1977799,0.2043653,0.1945501,0.3721946,-0.025049,-0.1157213,0,0,2.018702,1.2698,0.000234261,0.4113068,0.2883137,-9,,,
8,4/26/2018 17:00,WB-I-0008,71.989265,-151.355011,0,210,498,-6.42,-1.59,-1.59,-1.59,-1.58,-1.48,-0.79,-0.55,-1.5914,-1.5871,-1.5772,-0.6125,29.61068,29.61442,29.64499,31.40984,23.80884,23.85181,23.92632,25.46918,379.5597,-9,6.18854,-9,5.50655,-9,4.95132,-9,4.02402,-9,2.8804,-9,2.09538,-9,1.04188,-9,0.16546,-9,0.86,0.2967661,0.4410116,0.5101406,0.4942994,0.8418244,-0.00859849,-0.1222612,0,0,4.6747,1.2698,0.00024273,0.4114,0.2073734,-9,,,
8,4/26/2018 18:00,WB-I-0008,71.989853,-151.368546,0,210,498,-3.19,-1.59,-1.59,-1.59,-1.58,-1.5,-0.92,-0.59,-1.591,-1.5848,-1.5765,-0.4988,29.61561,29.61622,29.63434,31.33163,23.81284,23.85324,23.91766,25.40188,483.7635,-9,8.90546,-9,7.70917,-9,7.20192,-9,5.72649,-9,4.0932,-9,2.9934,-9,1.4884,-9,0.33092,-9,1.04,0.4410418,0.6491954,0.7536869,0.7288992,1.208138,0.01062512,-0.1284597,0,0,6.832085,1.2698,0.00024273,0.3993,0.2188941,-9,,,
8,4/26/2018 19:00,WB-I-0008,71.99058,-151.382525,0,210,498,-2.103871,-1.59,-1.59,-1.59,-1.58,-1.42129,-1.026452,-0.6,-1.590852,-1.586164,-1.575645,-0.6066645,29.61719,29.61986,29.63464,31.42583,23.81412,23.85621,23.91789,25.48189,556.5568,-9,11.2895,-9,9.728165,-9,9.128196,-9,7.25676,-9,5.142655,-9,3.730102,-9,1.781962,-9,0.3271545,-9,1.23,0.5740616,0.8396484,0.9764451,0.9423376,1.538933,0.03136218,-0.1342705,0,0,8.825045,1.269176,0.000234597,0.3997471,0.1954355,-9,,,
8,4/26/2018 20:00,WB-I-0008,71.991608,-151.397659,0,211,498,-1.35,-1.59,-1.59,-1.59,-1.58,-1.33,-1.06,-0.63,-1.592,-1.5862,-1.5787,-0.64,29.61661,29.61926,29.63367,31.46073,23.81414,23.8562,23.91763,25.51176,627.1132,-9,13.73554,-9,11.48509,-9,10.95292,-9,8.66712,-9,6.3672,-9,4.63977,-9,2.2326,-9,0.49638,-9,0.99,0.6972114,1.015408,1.18089,1.137021,1.844888,0.05119006,-0.1396478,0,0,10.66414,1.1791,0.00024273,0.4114,0.1958526,-9,,,
8,4/26/2018 21:00,WB-I-0008,71.992989,-151.413727,0,211,498,-2.53,-1.59,-1.59,-1.59,-1.58,-1.34,-1.03,-0.68,-1.591,-1.5865,-1.5786,-0.558,29.61452,29.62106,29.63534,31.38852,23.81243,23.85767,23.91899,25.45048,730.6497,-9,14.79212,-9,12.27174,-9,12.0032,-9,9.2862,-9,6.822,-9,4.93911,-9,2.38144,-9,0.49638,-9,1.14,0.7645668,1.106961,1.277987,1.22777,1.990853,0.05939963,-0.1445452,0,0,11.55338,1.2698,0.00024273,0.3993,0.2073734,-9,,,
8,4/26/2018 22:00,WB-I-0008,71.994639,-151.430032,0,211,498,-1.646129,-1.59,-1.59,-1.59,-1.58,-1.515161,-1.067742,-0.6380645,-1.591706,-1.588187,-1.580113,-0.6264839,29.61658,29.62179,29.63478,31.46231,23.81412,23.85828,23.91855,25.51257,728.9985,-9,15.0232,-9,12.34206,-9,12.06271,-9,9.031348,-9,6.858503,-9,4.967029,-9,2.546818,-9,0.5006353,-9,1.29,0.7795882,1.128405,1.303201,1.253778,2.030294,0.06170885,-0.1489169,0,0,11.7867,1.270029,0.000234549,0.399112,0.2665175,-9,,,
8,4/26/2018 23:00,WB-I-0008,71.996338,-151.447998,0,211,498,-2.15,-1.6,-1.59,-1.59,-1.58,-1.4,-0.92,-0.64,-1.593,-1.5883,-1.5781,-0.6322,29.61883,29.62313,29.63471,31.45329,23.81596,23.85938,23.91847,25.50547,625.1114,-9,15.39588,-9,12.5864,-9,12.45332,-9,9.75051,-9,7.1252,-9,5.08878,-9,2.53028,-9,0.49638,-9,0.98,0.7960724,1.155162,1.340218,1.289616,1.816001,0.06667787,-0.1527166,0,0,11.33441,1.2698,0.00024273,0.4235,0.2649771,-9,,,
8,4/27/2018 0:00,WB-I-0008,71.997917,-151.466415,0,211,498,-3.08,-1.6,-1.59,-1.59,-1.59,-1.54,-1.16,-0.61,-1.5937,-1.5898,-1.5826,-0.5711,29.61994,29.62435,29.64247,31.46971,23.81687,23.86039,23.92483,25.51656,531.9174,-9,9.50922,-9,7.8665,-9,7.80208,-9,6.1908,-9,4.548,-9,3.29274,-9,2.016904,-9,0.33092,-9,1.22,0.549139,0.7604343,0.8276618,0.7877077,1.30877,0.01138399,-0.1558983,0,0,7.560117,1.2698,0.00023436,0.4235,0.2534564,-9,,,
8,4/27/2018 1:00,WB-I-0008,71.999588,-151.483322,0,211,498,-2.25,-1.6,-1.6,-1.6,-1.59,-1.52,-0.8154098,-0.61,-1.5943,-1.5909,-1.5824,-0.6228,29.62149,29.63036,29.64322,31.45339,23.81814,23.86528,23.92544,25.50522,563.8347,-9,12.37708,-9,9.91179,-9,10.05268,-9,7.89327,-9,5.6092,-9,4.19076,-9,2.08376,-9,0.49638,-9,1.17,0.6302211,0.9200189,1.069672,1.032654,1.681206,0.04163522,-0.1584159,0,0,9.677494,1.2698,0.00022599,0.4235,0.2304149,-9,,,
8,4/27/2018 2:00,WB-I-0008,72.001091,-151.497864,0,211,498,-2.76,-1.6,-1.6,-1.6,-1.59,-1.57,-0.85,-0.6,-1.5963,-1.5916,-1.5804,-0.5814,29.6239,29.6301,29.64737,31.438,23.82012,23.86508,23.92877,25.49131,671.486,-9,9.96204,-9,7.8665,-9,8.10216,-9,6.1908,-9,4.548,-9,3.29274,-9,1.63724,-9,0.33092,-9,1.39,0.4996355,0.7320637,0.8512957,0.8229528,1.354592,0.02042141,-0.1602233,0,0,7.711833,1.2698,0.00024273,0.4114,0.2649771,-9,,,
8,4/27/2018 3:00,WB-I-0008,72.002235,-151.509903,0,211,498,-3.62,-1.6,-1.6,-1.6,-1.59,-1.56,-0.93,-0.57,-1.5985,-1.5927,-1.5867,-0.6028,29.62677,29.62669,29.63987,31.4529,23.82248,23.86233,23.92278,25.50412,970.3073,-9,7.84888,-9,6.2932,-9,6.45172,-9,4.95264,-9,3.6384,-9,2.69406,-9,1.33956,-9,0.16546,-9,1.45,0.3736499,0.5611525,0.6664683,0.6492975,1.082755,0.004588667,-0.1612745,0,0,6.041651,1.1791,0.00023436,0.4235,0.2649771,-9,,,
8,4/27/2018 4:00,WB-I-0008,72.002794,-151.520297,0,211,498,-4.399355,-1.6,-1.6,-1.6,-1.59,-1.520323,-0.8696774,-0.57,-1.59619,-1.593006,-1.585948,-0.5751064,29.62741,29.6281,29.63876,31.401,23.82297,23.86347,23.92187,25.46118,1196.483,-9,6.965094,-9,5.679171,-9,4.218037,-9,4.502652,-9,3.194429,-9,2.404213,-9,1.048474,-9,0.1690734,-9,1.39,0.2879429,0.4570211,0.5773399,0.5706286,0.9529657,0.000245003,-0.1615232,0,0,5.202404,1.270286,0.000234217,0.4104429,0.3011559,-9,,,
8,4/27/2018 5:00,WB-I-0008,72.002951,-151.530024,0,211,498,-5.636,-1.6,-1.6,-1.6,-1.59,-1.47,-1.138,-0.5893334,-1.594853,-1.59264,-1.589003,-0.64408,29.62936,29.6272,29.63728,31.48831,23.82453,23.86274,23.92071,25.5342,425.6086,-9,2.859972,-9,2.518296,-9,2.410533,-9,1.854933,-9,1.365561,-9,0.8940995,-9,0.4451534,-9,0,-9,1.65,0.1208432,0.1881941,0.2178173,0.2131904,0.3975821,4.49E-05,-0.1609235,0,0,2.103621,1.269802,0.000243045,0.424253,0.1846867,-9,,,
8,4/27/2018 6:00,WB-I-0008,72.002907,-151.539017,0,211,498,-6.69,-1.6,-1.6,-1.6,-1.59,-1.54,-1.16,-0.7,-1.5963,-1.5933,-1.5826,-0.5555,29.62526,29.62593,29.63742,31.43057,23.82122,23.86172,23.92073,25.48437,132.3399,-9,1.20752,-9,1.10131,-9,1.05028,-9,0.77385,-9,0.9096,-9,0.44901,-9,0.14884,-9,0,-9,1.64,0.02354775,0.0476951,0.05513294,0.05884268,0.1522182,-0.007095967,-0.1594293,0,0,0.681343,1.2698,0.00024273,0.4235,0.1958526,-9,,,
8,4/27/2018 7:00,WB-I-0008,72.002785,-151.547668,0,211,498,-7.33,-1.59,-1.59,-1.6,-1.59,-1.48,-1.17,-0.71,-1.5929,-1.5939,-1.5856,-0.582,29.616,29.6197,29.63482,31.44396,23.81366,23.85667,23.91866,25.49615,43.59432,-9,0.30188,-9,0.31466,-9,0.30008,-9,0.15477,-9,0.1516,-9,1.00E-10,-9,0,-9,0,-9,1.98,-0.05155418,-0.03535889,-0.03837892,-0.03023797,0.02061491,-0.02157097,-0.1569944,0,0,0.05943787,1.1791,0.00024273,0.3993,0.1843319,-9,,,
8,4/27/2018 8:00,WB-I-0008,72.002545,-151.556128,0,211,498,-7.273226,-1.59,-1.59,-1.6,-1.59,-1.489355,-1.131613,-0.8851613,-1.584177,-1.590545,-1.576606,-0.6554258,29.60261,29.61327,29.65229,31.52415,23.80267,23.8514,23.93271,25.56357,7.243968,-9,0.002882308,-9,0.002723171,-9,0.002600291,-9,0,-9,0.00028577,-9,0.005712186,-9,0,-9,0,-9,2.03,-0.1028719,-0.09136283,-0.09707308,-0.08554314,-0.0628956,-0.04079057,-0.1535728,0,0,0,1.268207,0.000242872,0.387405,0.1841746,-9,,,
8,4/27/2018 9:00,WB-I-0008,72.002731,-151.565872,0,211,498,-7.04,-1.58,-1.58,-1.59,-1.59,-1.53,-1.14,-0.85,-1.5765,-1.5876,-1.5599,-0.6261,29.59952,29.61192,29.67629,31.46725,23.80006,23.85027,23.95194,25.51654,1.1121,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,2.09,-0.1319123,-0.1260185,-0.1312402,-0.1174259,-0.1202799,-0.06216524,-0.1491183,0,0,0,1.2698,0.00023436,0.3751,0.2073734,-9,,,
8,4/27/2018 10:00,WB-I-0008,72.003075,-151.575485,0,211,498,-6.89,-1.58,-1.58,-1.59,-1.58,-1.53,-1.07,-0.83,-1.5768,-1.5773,-1.5835,-0.6164,29.59464,29.60193,29.6491,31.45876,23.7961,23.84202,23.93022,25.50933,0.44484,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,2.45,-0.1401821,-0.1393366,-0.1421036,-0.1272023,-0.1480218,-0.08310543,-0.143585,0,0,0,1.2698,0.00022599,0.3872,0.2073734,-9,,,
8,4/27/2018 11:00,WB-I-0008,72.003685,-151.585114,0,211,498,-6.88,-1.59,-1.59,-1.59,-1.58,-1.56,-1.15,-0.79,-1.5869,-1.581,-1.5773,-0.6217,29.59173,29.60343,29.66105,31.4592,23.79388,23.84328,23.93983,25.50988,0.77847,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,2.27,-0.1291881,-0.1313276,-0.1308868,-0.1161883,-0.1426052,-0.1010216,-0.1369266,0,0,0,1.1791,0.00023436,0.3993,0.1958526,-9,,,
8,4/27/2018 12:00,WB-I-0008,72.004153,-151.592821,0,211,498,-7.066774,-1.6,-1.599677,-1.59,-1.58,-1.559677,-1.185806,-0.8283871,-1.593497,-1.588568,-1.5827,-0.6166645,29.5905,29.60155,29.63939,31.48612,23.79297,23.84187,23.92233,25.53146,3.566436,-9,0.000521515,-9,0.000787266,-9,0.000750804,-9,0.000710822,-9,0,-9,0,-9,6.22E-05,-9,0,-9,2.65,-0.1004371,-0.1020023,-0.09881315,-0.08569973,-0.1005137,-0.1133242,-0.1290971,0,0,0,1.269667,0.000242503,0.3996208,0.172711,-9,,,
8,4/27/2018 13:00,WB-I-0008,72.004623,-151.601151,0,211,498,-6.92,-1.6,-1.6,-1.59,-1.58,-1.51,-1.1,-0.77,-1.5977,-1.5899,-1.584,-0.7029,29.59076,29.59975,29.64932,31.48089,23.79324,23.84042,23.93041,25.53025,18.68328,-9,0.15094,-9,0.15733,-9,0.15004,-9,0.15477,-9,0,-9,0,-9,0,-9,0,-9,2.45,-0.05543597,-0.05137127,-0.04710598,-0.0370526,-0.01823125,-0.1174237,-0.1200505,0,0,0,1.1791,0.00023436,0.3993,0.1843319,-9,,,
8,4/27/2018 14:00,WB-I-0008,72.005058,-151.609131,0,211,498,-7.11,-1.6,-1.6,-1.6,-1.59,-1.52,-1.06,-0.72,-1.5959,-1.59,-1.5692,-0.6979,29.58651,29.60585,29.66538,31.49549,23.78976,23.84537,23.94323,25.54188,66.05874,-9,0.90564,-9,0.78665,-9,0.7502,-9,0.61908,-9,0.4548,-9,0.29934,-9,0.14884,-9,0,-9,2.53,0.004308562,0.02055485,0.0230113,0.02843714,0.1042144,-0.1107306,-0.1097406,0,0,0.4027817,1.2698,0.00024273,0.3872,0.1843319,-9,,,
8,4/27/2018 15:00,WB-I-0008,72.00547,-151.616364,0,211,498,-7.08,-1.6,-1.59,-1.6,-1.59,-1.55,-1.11,-0.73,-1.593,-1.59,-1.581,-0.6323,29.58594,29.59166,29.65192,31.47396,23.78926,23.83386,23.93248,25.52219,131.6726,-9,1.81128,-9,1.5733,-9,1.5004,-9,1.23816,-9,0.9096,-9,0.59868,-9,0.29768,-9,0,-9,2.62,0.07407344,0.1118185,0.1161933,0.1149144,0.2438617,-0.09065531,-0.09812137,0,0,1.240386,1.1791,0.00023436,0.3751,0.1612904,-9,,,
8,4/27/2018 16:00,WB-I-0008,72.00548,-151.623439,0,211,498,-7.293,-1.6,-1.59,-1.6,-1.59,-1.549667,-1.090333,-0.7396666,-1.593093,-1.589003,-1.580467,-0.65937,29.58685,29.59775,29.65218,31.52272,23.79,23.83878,23.93268,25.56256,206.0509,-9,2.852384,-9,2.457617,-9,2.34436,-9,1.811868,-9,1.334291,-9,1.027102,-9,0.4324039,-9,0,-9,2.23,0.1498764,0.2061897,0.2096719,0.199321,0.3802373,-0.05460829,-0.08514667,0,0,2.076162,1.270452,0.000225994,0.3750932,0.2749618,-9,,,
8,4/27/2018 17:00,WB-I-0008,72.005562,-151.62999,0,211,498,-4.62,-1.6,-1.6,-1.59,-1.59,-1.5,-1.05,-0.73,-1.5948,-1.5894,-1.5809,-0.6277,29.58636,29.58997,29.66015,31.50592,23.78963,23.83248,23.93915,25.54786,353.759,-9,5.73572,-9,5.03456,-9,4.80128,-9,3.71448,-9,2.7288,-9,1.94571,-9,0.89304,-9,0.16546,-9,2.65,0.2999057,0.4311687,0.4803238,0.4615909,0.7935926,1.00E-10,-0.07077044,0,0,4.440678,1.2698,0.00023436,0.3751,0.2419356,-9,,,
8,4/27/2018 18:00,WB-I-0008,72.005867,-151.636658,0,211,498,-4.02,-1.6,-1.6,-1.6,-1.58,-1.53,-1.06,-0.72,-1.5966,-1.5916,-1.58,-0.6295,29.58379,29.58943,29.68817,31.40666,23.78757,23.83207,23.96188,25.46769,464.413,-9,7.547,-9,6.45053,-9,6.30168,-9,4.95264,-9,3.6384,-9,2.54439,-9,1.19072,-9,0.16546,-9,2.1,0.4072728,0.5799335,0.646127,0.6192925,1.0426,0.02581374,-0.05494657,0,0,5.97877,1.2698,0.00023436,0.3751,0.3225808,-9,,,
8,4/27/2018 19:00,WB-I-0008,72.006104,-151.646088,0,211,498,-2.93,-1.6,-1.6,-1.6,-1.59,-1.53,-1.22,-0.7,-1.5985,-1.5952,-1.5782,-0.657,29.58227,29.58469,29.67382,31.45597,23.78636,23.82827,23.95021,25.50851,684.1639,-9,12.0752,-9,10.38378,-9,9.90264,-9,7.89327,-9,5.6092,-9,4.19076,-9,2.08376,-9,0.33092,-9,1.45,0.632448,0.9207427,1.064476,1.023643,1.668896,0.03911716,-0.03762898,0,0,9.619009,1.2698,0.00022599,0.3872,0.2995393,-9,,,
8,4/27/2018 20:00,WB-I-0008,72.006393,-151.657257,0,211,498,-1,-1.6,-1.6,-1.6,-1.59,-1.54,-1.09,-0.73,-1.6003,-1.5972,-1.5758,-0.6432,29.58092,29.58327,29.67456,31.45203,23.78528,23.82714,23.95077,25.50484,611.5438,-9,15.39588,-9,12.90106,-9,13.15117,-9,9.75051,-9,6.9736,-9,5.08878,-9,2.53028,-9,0.49638,-9,1.34,0.7810315,1.138806,1.329425,1.27987,2.019036,0.06695382,-0.01877159,0,0,11.85605,1.2698,0.00024273,0.3872,0.31106,-9,,,
8,4/27/2018 21:00,WB-I-0008,72.006996,-151.669571,0,211,498,-0.55,-1.6,-1.6,-1.6,-1.59,-1.55,-1.04,-0.72,-1.6018,-1.5984,-1.5814,-0.7651,29.57996,29.58488,29.65028,31.52691,23.78453,23.82847,23.93115,25.56958,794.0394,-9,18.41468,-9,15.26101,-9,14.70392,-9,11.60775,-9,8.338,-9,6.13647,-9,2.9768,-9,0.66184,-9,1.19,0.9284468,1.361537,1.600739,1.545176,2.416309,0.09499744,0.001671703,0,0,14.25815,1.2698,0.00023436,0.3872,0.2995393,-9,,,
8,4/27/2018 22:00,WB-I-0008,72.007821,-151.682059,0,211,498,-2.822581,-1.609677,-1.6,-1.6,-1.59,-1.579677,-1.13129,-0.73,-1.602187,-1.599864,-1.587664,-0.7806613,29.57928,29.58567,29.64932,31.53368,23.78398,23.82914,23.93047,25.57557,755.2235,-9,11.493,-9,10.06352,-9,9.597214,-9,7.540761,-9,5.543383,-9,3.95144,-9,1.967262,-9,0.3393103,-9,1.19,0.6609599,0.9300552,1.036473,0.9875385,1.618219,0.03142944,0.000405207,0,0,9.404313,1.088697,0.000234311,0.4108351,0.2530861,-9,,,
8,4/27/2018 23:00,WB-I-0008,72.008667,-151.69632,0,211,498,-3.03,-1.61,-1.61,-1.6,-1.59,-1.57,-1.05,-0.72,-1.6033,-1.5989,-1.5924,-0.6256,29.57995,29.59193,29.68009,31.46552,23.78454,23.8342,23.9555,25.51513,832.5181,-9,15.99964,-9,13.37305,-9,13.05348,-9,10.21482,-9,7.4284,-9,5.38812,-9,2.67912,-9,0.49638,-9,1.07,0.8393697,1.216173,1.408485,1.353164,2.117441,0.07278331,-0.02319255,0,0,12.52506,1.2698,0.00022599,0.4114,0.31106,-9,,,
