deviceId,DataDateTime,DeviceName,GPSLatitude,GPSLongitude,SubmergedBool,PressPod1,PressPod2,SST,TempPod1,TempPod2,TempPod3,TempPod4,TempPod5,TempPod6,TempPod7,37IMSST1,37IMSST2,37IMSST3,37IMSST4,37IMSalinity1,37IMSalinity2,37IMSalinity3,37IMSalinity4,sigT1,sigT2,sigT3,sigT4,LI_192_0,LI_192_0_StdDev,LI_192_1,LI_192_1_StdDev,LI_192_2,LI_192_2_StdDev,LI_192_3,LI_192_3_StdDev,LI_192_4,LI_192_4_StdDev,LI_192_5,LI_192_5_StdDev,LI_192_6,LI_192_6_StdDev,LI_192_7,LI_192_7_StdDev,LI_192_8,LI_192_8_StdDev,MS9_1_Tilt,MS9_1_410nm,MS9_1_440nm,MS9_1_490nm,MS9_1_510nm,MS9_1_550nm,MS9_1_636nm,MS9_1_660nm,MS9_1_685nm,MS9_1_710nm,MS9_1_PAR,ECO_460CDOM,ECO_532nm,ECO_695Chl,Cyclops_Chl,Cyclops_Chl_StdDev
7,3/30/2018 0:00,WB-I-0007,72.393116,-149.599689,0,208,0,-6.181935,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.555803,-1.556174,-1.555742,-0.2585404,0.0844249,1.908208,1.58995,-0.2585404,0.06786372,1.536518,1.282927,-0.2585404,463.3654,-9,74.73458,-9,65.34648,-9,20.57049,-9,10.05771,-9,6.555427,-9,4.678004,-9,0,-9,0,-9,2.83,1.658378,0.5011923,0.5383141,0.4250678,1.425426,0.2694879,0.09755021,0.04157731,0,8.544107,1.265658,0.000221049,0.1084569,0.5229535,-9
7,3/30/2018 1:00,WB-I-0007,72.393616,-149.603073,0,208,0,-7.39,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.556,-1.5562,-1.5559,-0.7756211,0.2532747,5.724624,4.76985,-0.7756211,0.2035912,4.609554,3.848782,-0.7756211,427.8577,-9,60.57984,-9,52.8697,-9,16.7189,-9,8.11855,-9,5.40398,-9,3.91456,-9,0,-9,0,-9,2.74,1.356658,0.1515813,0.05076403,0.9645459,0.7852259,0.2076376,0.06781109,0.02450101,0,5.645226,1.2698,0.000221049,0.121,0.4360543,-9
7,3/30/2018 2:00,WB-I-0007,72.393997,-149.605392,0,208,0,-9.26,-1.56,-1.55,-1.55,-1.56,0,0,0,-1.556,-1.5565,-1.5569,-1.292702,0.4221245,9.54104,7.94975,-1.292702,0.3393186,7.68259,6.414636,-1.292702,456.3738,-9,43.20768,-9,37.56116,-9,12.00721,-9,5.75679,-9,3.83967,-9,2.71008,-9,0,-9,0,-9,2.69,0.9844693,1.128454,1.538302,1.380845,0.9784055,0.1314465,0.0300348,0.001692457,0,9.667391,1.2698,0.000221049,0.1331,0.5317735,-9
7,3/30/2018 3:00,WB-I-0007,72.394051,-149.606796,0,208,0,-11.14,-1.56,-1.55,-1.55,-1.56,0,0,0,-1.5574,-1.5567,-1.5574,-1.809783,0.5909743,13.35746,11.12965,-1.809783,0.475046,10.75563,8.980491,-1.809783,401.4196,-9,25.09312,-9,21.46352,-9,6.99154,-9,3.24742,-9,2.27536,-9,1.65616,-9,0,-9,0,-9,2.79,0.5819544,0.6667045,0.901293,0.8085715,1.154967,0.05366518,-0.01059189,-0.01921241,0,7.259161,1.3605,0.000221049,0.121,0.4785962,-9
7,3/30/2018 4:00,WB-I-0007,72.393875,-149.608215,0,208,0,-13.37,-1.56,-1.55,-1.55,-1.56,0,0,0,-1.5556,-1.5556,-1.5563,-2.326863,0.7598241,17.17387,14.30955,-2.326863,0.6107734,13.82866,11.54634,-2.326863,355.1242,-9,10.3936,-9,8.83792,-9,4.86368,-9,1.32849,-9,0.85326,-9,0.60224,-9,0,-9,0,-9,2.83,0.2431373,0.2756879,0.3586165,0.3227519,0.4592568,-0.008893821,-0.045563,-0.03685962,0,2.85128,1.3605,0.000221049,0.1331,0.5317735,-9
7,3/30/2018 5:00,WB-I-0007,72.393616,-149.609436,0,208,0,-14.83,-1.56,-1.55,-1.55,-1.56,0,0,0,-1.5562,-1.5563,-1.5567,-2.843944,0.9286739,20.99029,17.48945,-2.843944,0.7465009,16.9017,14.1122,-2.843944,288.8559,-9,1.78176,-9,1.5782,-9,0.45597,-9,0.14761,-9,0.14221,-9,0,-9,0,-9,0,-9,3.08,0.02367102,0.02540448,0.03150725,0.04313641,0.04671436,-0.06256921,-0.07437083,-0.05136406,0,0.2908754,1.2698,0.000221049,0.1331,0.5636799,-9
7,3/30/2018 6:00,WB-I-0007,72.393317,-149.611431,0,208,0,-15.68806,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.554926,-1.554813,-1.555223,-3.361025,1.097524,24.8067,20.66935,-3.361025,0.8822283,19.97473,16.67805,-3.361025,226.494,-9,0.00128428,-9,0.002359371,-9,0,-9,0,-9,0,-9,0.000387361,-9,0,-9,0,-9,3.17,-0.1281565,-0.1513457,-0.1949415,-0.1367273,-0.2351369,-0.1074969,-0.097228,-0.06284063,0,0,1.360371,0.000221049,0.1331086,0.4583706,-9
7,3/30/2018 7:00,WB-I-0007,72.393166,-149.614563,0,208,0,-15.69,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5548,-1.5545,-1.5547,-3.878106,1.266373,28.62312,23.84925,-3.878106,1.017956,23.04777,19.24391,-3.878106,209.8881,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,3.43,-0.250635,-0.2933329,-0.3768224,-0.2701482,-0.4621433,-0.1434704,-0.1143471,-0.07140423,0,0,1.2698,0.000221049,0.1331,0.4679607,-9
7,3/30/2018 8:00,WB-I-0007,72.393173,-149.618469,0,208,0,-15.81,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5529,-1.5532,-1.5529,-4.395186,1.435223,28.622,27.02915,-4.395186,1.153683,23.04684,21.80976,-4.395186,25.28355,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,3.58,-0.3424927,-0.3993011,-0.5125511,-0.3598156,-0.6321246,-0.1702831,-0.1259409,-0.07716974,0,0,1.3605,0.000221049,0.1331,0.4254188,-9
7,3/30/2018 9:00,WB-I-0007,72.393428,-149.623141,0,208,0,-16.08613,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.555784,-1.554994,-1.55549,-4.912267,1.604073,28.62008,28.61898,-4.912267,1.289411,23.04531,23.09259,-4.912267,1.033615,-9,0.000000476,-9,8.73E-07,-9,0,-9,0,-9,0,-9,0.000000144,-9,0,-9,0,-9,3.45,-0.402458,-0.4679946,-0.6005431,-0.4084185,-0.7429004,-0.1877284,-0.1322218,-0.08025206,0,0,1.360714,0.000221105,0.1209978,0.4353682,-9
7,3/30/2018 10:00,WB-I-0007,72.393936,-149.628143,0,208,0,-16.57,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5511,-1.5507,-1.5518,-5.429348,1.772923,28.61783,28.61691,-5.429348,1.425138,23.04343,23.09087,-5.429348,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,3.21,-0.4292594,-0.4981574,-0.6392143,-0.4186462,-0.7922903,-0.1955999,-0.1334026,-0.08076608,0,0,1.3605,0.000229236,0.1331,0.4785962,-9
7,3/30/2018 11:00,WB-I-0007,72.394638,-149.632782,0,208,0,-16.52,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5515,-1.5517,-1.5519,-5.946429,1.941773,28.61703,28.61525,-5.946429,1.560866,23.0428,23.08953,-5.946429,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,3.21,-0.421625,-0.4885336,-0.6269803,-0.3931876,-0.7781141,-0.1936908,-0.1296958,-0.0788267,0,0,1.3605,0.000221049,0.1331,0.4466898,-9
7,3/30/2018 12:00,WB-I-0007,72.395471,-149.636576,0,208,0,-16.57129,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.553948,-1.553665,-1.554932,-6.463509,2.110622,28.61731,28.6163,-6.463509,1.696593,23.04304,23.09042,-6.463509,4.11E-06,-9,1.28E-05,-9,1.08E-05,-9,2.11E-07,-9,0,-9,0,-9,2.14E-06,-9,0,-9,0,-9,3.06,-0.3782833,-0.4378675,-0.5622567,-0.3347321,-0.6981915,-0.1817946,-0.1213141,-0.07454883,0,0,1.27769,0.000220866,0.1341885,0.4042314,-9
7,3/30/2018 13:00,WB-I-0007,72.396378,-149.639008,0,209,0,-16.51,-1.56,-1.55,-1.55,-1.56,0,0,0,-1.5554,-1.5555,-1.556,-6.98059,2.279472,28.61797,28.61661,-6.98059,1.83232,23.04408,23.09116,-6.98059,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,2.98,-0.2979626,-0.344903,-0.4434591,-0.2459686,-0.550342,-0.1597049,-0.1084701,-0.06804733,0,0,1.3605,0.000221049,0.1331,0.4679607,-9
7,3/30/2018 14:00,WB-I-0007,72.397232,-149.640259,0,209,0,-16.49,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5508,-1.5527,-1.5557,-7.497671,2.448322,28.60645,28.61659,-7.497671,1.968048,23.0347,23.09114,-7.497671,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0.005620015,-9,0,-9,0,-9,3.27,-0.1793913,-0.2083843,-0.2690033,-0.1295863,-0.3323854,-0.1272149,-0.09137647,-0.05943711,0,0,1.3605,0.000221049,0.1331,0.4360543,-9
7,3/30/2018 15:00,WB-I-0007,72.397873,-149.640427,0,209,0,-16.36,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5533,-1.5533,-1.5533,-8.014751,2.617172,28.60024,28.60044,-8.014751,2.103775,23.02967,23.07801,-8.014751,0,-9,0.89088,-9,0.7891,-9,0.15199,-9,0,-9,0,-9,0,-9,0,-9,0,-9,3.63,-0.02129769,-0.02705562,-0.0373049,0.01172566,-0.0421413,-0.08411821,-0.07024577,-0.04883308,0,0.01451513,1.3605,0.000221049,0.1452,0.4785962,-9
7,3/30/2018 16:00,WB-I-0007,72.398204,-149.640293,0,209,0,-16.32,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.553313,-1.553006,-1.550068,-8.531833,2.786022,28.60182,28.60132,-8.531833,2.239503,23.03096,23.07868,-8.531833,-0.001068828,-9,7.124508,-9,6.352272,-9,2.079801,-9,1.012332,-9,0.697886,-9,0.4426292,-9,0,-9,0,-9,3.65,0.1838935,0.2067079,0.2608634,0.2356363,0.3320675,-0.03020817,-0.04529066,-0.03635011,0,2.084521,1.269722,0.000221049,0.1451236,0.4674972,-9
7,3/30/2018 17:00,WB-I-0007,72.398148,-149.640335,0,209,0,-13.9,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5529,-1.5518,-1.5523,-9.048913,2.954871,28.60002,28.59934,-9.048913,2.37523,23.02948,23.07711,-9.048913,0.11545,-9,19.59936,-9,17.51802,-9,5.92761,-9,2.80459,-9,1.84873,-9,1.35504,-9,0,-9,0,-9,3.43,0.5049144,0.5734574,0.7526447,0.6691676,0.9594038,0.03336685,-0.01672374,-0.02210311,0,6.047091,1.3605,0.000221049,0.1331,0.5211381,-9
7,3/30/2018 18:00,WB-I-0007,72.397995,-149.641098,0,209,0,-9.8,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5526,-1.5532,-1.5523,-9.565994,3.123721,28.59878,28.59744,-9.565994,2.510957,23.02849,23.07557,-9.565994,8.0815,-9,34.59584,-9,31.72182,-9,10.6393,-9,5.16635,-9,3.41304,-9,2.40896,-9,0,-9,0,-9,3.79,0.8860753,1.005232,1.344391,1.19977,1.71648,0.1025894,0.01524234,-0.00620696,0,10.92038,1.2698,0.000221049,0.1452,0.4679607,-9
7,3/30/2018 19:00,WB-I-0007,72.397713,-149.642365,0,209,0,-9.42,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5532,-1.5531,-1.5523,-10.08307,3.292571,28.59706,28.59649,-10.08307,2.646685,23.02709,23.07479,-10.08307,49.4126,-9,50.18624,-9,46.24126,-9,15.04701,-9,7.3805,-9,4.83514,-9,3.46288,-9,0,-9,0,-9,3.54,1.22231,1.367471,1.868738,1.669166,2.331805,0.1670987,0.04680759,0.0116192,0,15.09835,1.2698,0.000221049,0.1452,0.542409,-9
7,3/30/2018 20:00,WB-I-0007,72.397697,-149.644073,0,209,0,-10.05,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5541,-1.5538,-1.5536,-10.60015,3.461421,28.59651,28.59516,-10.60015,2.782412,23.02665,23.07373,-10.60015,92.47545,-9,57.31328,-9,52.0806,-9,17.47885,-9,8.56138,-9,5.54619,-9,4.06512,-9,0,-9,0,-9,3.97,1.514976,1.650368,2.15963,1.901122,2.781112,0.1990209,0.06145003,0.01953764,0,17.89143,1.2698,0.000221049,0.1452,0.4998671,-9
7,3/30/2018 21:00,WB-I-0007,72.398071,-149.645645,0,209,0,-9.65,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5542,-1.5542,-1.5547,-11.11724,3.63027,28.59608,28.59473,-11.11724,2.91814,23.02631,23.07339,-11.11724,222.5876,-9,73.79456,-9,68.33606,-9,20.52607,-9,10.92314,-9,7.1105,-9,5.11904,-9,0,-9,0,-9,3.33,1.802907,2.014364,2.718844,2.420776,3.520928,0.278248,0.1015367,0.04326427,0,22.57627,1.2698,0.000221049,0.1331,0.4466898,-9
7,3/30/2018 22:00,WB-I-0007,72.398743,-149.647684,0,209,0,-8.96129,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.554226,-1.55441,-1.555087,-11.63432,3.79912,28.59521,28.59363,-11.63432,3.053867,23.0256,23.07251,-11.63432,356.7371,-9,78.28459,-9,74.55799,-9,24.60832,-9,11.94459,-9,7.81152,-9,5.717515,-9,0,-9,0,-9,3.81,1.997047,2.247933,3.05107,2.720719,3.881245,0.3223728,0.1231365,0.05652847,0,25.15267,1.26768,0.000221049,0.1328136,0.5223112,-9
7,3/30/2018 23:00,WB-I-0007,72.400078,-149.649139,0,209,0,-8.7,-1.55,-1.55,-1.55,-1.56,0,0,0,-1.5547,-1.5551,-1.556,-12.1514,3.96797,28.59423,28.5934,-12.1514,3.189595,23.02482,23.07233,-12.1514,415.8509,-9,74.38848,-9,69.59862,-9,23.10248,-9,11.21836,-9,7.39492,-9,5.2696,-9,0,-9,0,-9,4.2,1.83959,2.058529,2.779654,2.47573,3.597309,0.2849563,0.1039971,0.04478484,0,23.07356,1.2698,0.000221049,0.1331,0.5105026,-9
7,3/31/2018 0:00,WB-I-0007,72.401871,-149.648834,0,209,0,-7.81,-1.55,-1.55,-1.55,-1.56,0,0,0,-1.5552,-1.5553,-1.5559,-12.66848,4.13682,28.59429,28.59357,-12.66848,3.325322,23.02487,23.07247,-12.66848,415.2737,-9,68.44928,-9,64.7062,-9,21.2786,-9,9.860095,-9,6.82608,-9,4.96848,-9,0,-9,0,-9,4.48,1.725536,1.936212,2.629214,2.344702,3.406144,0.270412,0.09862623,0.04171501,0,21.81197,1.3605,0.000221049,0.1573,0.5105026,-9
7,3/31/2018 1:00,WB-I-0007,72.403815,-149.647604,0,209,0,-7.069355,-1.55,-1.55,-1.550323,-1.56,0,0,0,-1.555306,-1.555603,-1.556,-13.18556,4.30567,28.59418,28.59352,-13.18556,3.46105,23.02478,23.07242,-13.18556,389.0016,-9,56.20657,-9,52.9339,-9,17.41381,-9,8.453344,-9,5.572613,-9,4.081751,-9,0,-9,0,-9,4.14,1.415543,1.5724,2.130655,1.8986,2.768062,0.2102625,0.06933365,0.02504049,0,17.66153,1.266755,0.000220989,0.1570303,0.5230399,-9
7,3/31/2018 2:00,WB-I-0007,72.405815,-149.644669,0,209,0,-8.55,-1.55,-1.55,-1.55,-1.56,0,0,0,-1.5554,-1.5557,-1.5561,-13.70264,4.47452,28.59277,28.59159,-13.70264,3.596777,23.02364,23.07086,-13.70264,341.2702,-9,40.68352,-9,37.8768,-9,12.46318,-9,6.05201,-9,3.98188,-9,2.86064,-9,0,-9,0,-9,4.39,1.022145,1.165891,1.577487,1.415068,1.957089,0.1347717,0.03174509,0.002237567,0,12.68806,1.2698,0.000212862,0.1694,0.5849509,-9
7,3/31/2018 3:00,WB-I-0007,72.40786,-149.641708,0,209,0,-10.24,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5547,-1.555,-1.555,-14.21972,4.643369,28.5925,28.59122,-14.21972,3.732504,23.02341,23.07055,-14.21972,273.501,-9,24.20224,-9,22.41044,-9,7.44751,-9,3.39503,-9,2.41757,-9,1.65616,-9,0,-9,0,-9,4.45,0.6220469,0.7081524,0.9467479,0.849226,1.209781,0.05892771,-0.007467313,-0.01597542,0,7.643505,1.3605,0.000212862,0.1694,0.5317735,-9
7,3/31/2018 4:00,WB-I-0007,72.409699,-149.638613,0,208,0,-11.80161,-1.55,-1.55,-1.55,-1.550323,0,0,0,-1.555884,-1.555581,-1.555503,-14.7368,4.812219,28.59304,28.59155,-14.7368,3.868232,23.02338,23.07034,-14.7368,218.7619,-9,10.41231,-9,9.624079,-9,3.246063,-9,1.504275,-9,1.01397,-9,0.764289,-9,0,-9,0,-9,4.2,0.2759842,0.3100787,0.398921,0.3593209,0.5102266,-0.0220342,-0.04067929,-0.0326658,0,3.179994,1.36234,0.000221115,0.1568822,0.5531591,-9
7,3/31/2018 5:00,WB-I-0007,72.411514,-149.635971,0,208,0,-12.7,-1.56,-1.55,-1.55,-1.56,0,0,0,-1.5558,-1.5553,-1.5558,-15.25388,4.981069,28.59578,28.59497,-15.25388,4.003959,23.02559,23.07312,-15.25388,200.9984,-9,1.93024,-9,1.73602,-9,0.60796,-9,0.29522,-9,0.14221,-9,0,-9,0,-9,0,-9,4.86,0.03674829,0.03847287,0.0441745,0.05345708,0.06124435,-0.08386177,-0.06689423,-0.04788173,0,0.3941465,1.2698,0.000221049,0.1573,0.6062218,-9
7,3/31/2018 6:00,WB-I-0007,72.413368,-149.633591,0,208,0,-13.08,-1.55,-1.55,-1.55,-1.56,0,0,0,-1.5555,-1.5554,-1.556,-15.77096,5.149919,28.59656,28.59598,-15.77096,4.139687,23.02623,23.07394,-15.77096,31.05605,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,4.89,-0.1049956,-0.1137389,-0.1312923,-0.0850063,-0.1509899,-0.1263082,-0.08668565,-0.0616714,0,0,1.3605,0.000221049,0.1573,0.5530444,-9
7,3/31/2018 7:00,WB-I-0007,72.415375,-149.63205,0,208,0,-12.76,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5546,-1.5547,-1.554,-16.28804,5.318769,28.59303,28.59392,-16.28804,4.275414,23.02336,23.07225,-16.28804,0.57725,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,5.25,-0.2009177,-0.2144715,-0.2422213,-0.1708151,-0.2838046,-0.1517347,-0.1006271,-0.07408298,0,0,1.2698,0.000221049,0.1452,0.5530444,-9
7,3/31/2018 8:00,WB-I-0007,72.41774,-149.630951,0,208,0,-12.2,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5512,-1.5524,-1.5522,-16.80512,5.487618,28.59082,28.58934,-16.80512,4.411141,23.02154,23.06851,-16.80512,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,5.76,-0.2567489,-0.2706842,-0.2984624,-0.212346,-0.3495849,-0.162502,-0.1092921,-0.08516462,0,0,1.3605,0.000221049,0.1452,0.5211381,-9
7,3/31/2018 9:00,WB-I-0007,72.420815,-149.630035,0,208,0,-12.05,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5515,-1.5508,-1.5517,-17.3222,5.656468,28.58887,28.58831,-17.3222,4.546869,23.01994,23.06767,-17.3222,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,6.12,-0.2782198,-0.2893369,-0.3098653,-0.2179759,-0.360716,-0.1609713,-0.1132542,-0.09496451,0,0,1.2698,0.000221049,0.1452,0.5211381,-9
7,3/31/2018 10:00,WB-I-0007,72.424451,-149.628526,0,208,0,-11.97097,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.549716,-1.549994,-1.551293,-17.83928,5.825318,28.58833,28.58958,-17.83928,4.682597,23.01949,23.0687,-17.83928,-0.000002019,-9,1.21E-07,-9,3.21E-08,-9,0,-9,0,-9,0,-9,2.50E-09,-9,0,-9,0,-9,7.4,-0.2710613,-0.2773889,-0.2862799,-0.1960814,-0.3295832,-0.1495034,-0.1130868,-0.1035308,0,0,1.358722,0.000220994,0.1333246,0.5111133,-9
7,3/31/2018 11:00,WB-I-0007,72.429077,-149.625778,0,207,0,-10.24,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5512,-1.551,-1.5519,-18.35637,5.994168,28.57848,28.58321,-18.35637,4.818324,23.01103,23.06305,-18.35637,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,9.03,-0.2410041,-0.2418,-0.2375559,-0.1550393,-0.2685717,-0.1304595,-0.1093636,-0.1109117,0,0,1.3605,0.000212862,0.1331,0.4573252,-9
7,3/31/2018 12:00,WB-I-0007,72.433945,-149.621063,0,207,0,-9.47,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5529,-1.5524,-1.5529,-18.87345,6.163017,28.571,28.57657,-18.87345,4.954051,23.00497,23.05768,-18.87345,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,8.23,-0.1937789,-0.1895296,-0.1735433,-0.1032264,-0.1900667,-0.1062006,-0.1026581,-0.1171554,0,0,1.3605,0.000221049,0.121,0.4573252,-9
7,3/31/2018 13:00,WB-I-0007,72.43914,-149.614258,0,207,0,-9.28,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5537,-1.5536,-1.5543,-19.39053,6.331867,28.5708,28.57113,-19.39053,5.089779,23.00483,23.05328,-19.39053,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,0,-9,8.56,-0.1351165,-0.1275372,-0.1040919,-0.04901941,-0.1064533,-0.0790875,-0.09354372,-0.12231,0,0,1.3605,0.000221049,0.1331,0.4573252,-9
7,3/31/2018 14:00,WB-I-0007,72.444612,-149.606278,0,207,0,-8.450968,-1.55,-1.55,-1.55,-1.550323,0,0,0,-1.55479,-1.555081,-1.555477,-19.90761,6.500717,28.57232,28.5728,-19.90761,5.225506,23.00608,23.05465,-19.90761,-9.13E-05,-9,0.000505251,-9,0,-9,0.000398703,-9,0,-9,0,-9,0,-9,0,-9,0,-9,9.06,-0.07074776,-0.0627826,-0.03905138,-0.000795114,-0.03011697,-0.05148137,-0.08259407,-0.1264236,0,0,1.266698,0.000220992,0.1327806,0.4354869,-9
7,3/31/2018 15:00,WB-I-0007,72.450478,-149.595993,0,206,0,-7.72,-1.55,-1.55,-1.55,-1.56,0,0,0,-1.5561,-1.5554,-1.5556,-20.42469,6.669567,28.57456,28.57713,-20.42469,5.361234,23.00742,23.05768,-20.42469,0.11545,-9,0.29696,-9,0.15782,-9,0.15199,-9,0,-9,0,-9,0,-9,0,-9,0,-9,10.48,-0.006403271,-0.002225205,0.01172833,0.03306974,0.02655723,-0.02574315,-0.07038266,-0.1295446,0,0.1341846,1.2698,0.000212862,0.1331,0.4679607,-9
7,3/31/2018 16:00,WB-I-0007,72.456306,-149.584793,0,206,0,-6.99,-1.55,-1.55,-1.55,-1.56,0,0,0,-1.5548,-1.5548,-1.5545,-20.94177,6.838417,28.57548,28.58245,-20.94177,5.496961,23.00815,23.06198,-20.94177,8.7742,-9,1.78176,-9,1.5782,-9,0.91194,-9,0.59044,-9,0.42663,-9,0.30112,-9,0,-9,0,-9,11.25,0.07137821,0.07580188,0.09100494,0.09399191,0.1212753,-0.004233857,-0.05748302,-0.131721,0,0.769075,1.3605,0.000221049,0.1331,0.4466898,-9
7,3/31/2018 17:00,WB-I-0007,72.461906,-149.574066,0,206,0,-6.15,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5551,-1.5552,-1.5548,-21.45885,7.007267,28.57165,28.57256,-21.45885,5.632689,23.00505,23.05396,-21.45885,62.343,-9,4.00896,-9,3.47204,-9,1.97587,-9,1.18088,-9,0.85326,-9,0.9796153,-9,0,-9,0,-9,9.4,0.1862926,0.1942153,0.2243629,0.2047672,0.286171,0.01068552,-0.04446867,-0.133001,0,1.876871,1.2698,0.000221049,0.1331,0.5105026,-9
7,3/31/2018 18:00,WB-I-0007,72.466476,-149.564209,0,207,0,-5.4,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5541,-1.5535,-1.5538,-21.97593,7.176116,28.57409,28.57431,-21.97593,5.768416,23.00749,23.05585,-21.97593,160.7064,-9,10.54208,-9,9.31138,-9,5.01567,-9,2.9522,-9,2.13315,-9,1.65616,-9,0,-9,0,-9,8.86,0.4055272,0.4600686,0.6102661,0.5511829,0.7850136,0.01665398,-0.03191315,-0.1334328,0,4.893054,1.2698,0.000212862,0.1452,0.4679607,-9
7,3/31/2018 19:00,WB-I-0007,72.469704,-149.555283,0,207,0,-4.92,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5551,-1.5538,-1.5534,-22.49301,7.344966,28.57587,28.57542,-22.49301,5.904143,23.00894,23.05675,-22.49301,317.1411,-9,13.06624,-9,11.8365,-9,6.68756,-9,3.98547,-9,2.8442,-9,2.055628,-9,0,-9,0,-9,7.1,0.5391139,0.6138055,0.8223786,0.7406944,1.055168,0.03860047,-0.02038997,-0.1330646,0,6.615537,1.2698,0.000221049,0.1573,0.4785962,-9
7,3/31/2018 20:00,WB-I-0007,72.471415,-149.547574,0,207,0,-4.327742,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.55389,-1.553294,-1.554071,-23.01009,7.513816,28.57514,28.57425,-23.01009,6.039871,23.00834,23.05581,-23.01009,454.9277,-9,14.92217,-9,13.65636,-9,8.615089,-9,5.432401,-9,3.959382,-9,2.998739,-9,0,-9,0,-9,6.85,0.6886461,0.7880123,1.071858,0.9671797,1.376559,0.06479634,-0.01047268,-0.1319444,0,8.641243,1.26984,0.000220997,0.145171,0.4572443,-9
7,3/31/2018 21:00,WB-I-0007,72.471504,-149.540741,0,207,0,-3.54,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5536,-1.5541,-1.5542,-23.52717,7.682666,28.57141,28.57131,-23.52717,6.175598,23.00533,23.05342,-23.52717,511.2126,-9,16.18432,-9,15.15072,-9,10.03134,-9,6.05201,-9,4.40851,-9,3.46288,-9,0,-9,0,-9,5.38,0.8042017,0.9118122,1.227315,1.101738,1.572757,0.08052722,-0.002734786,-0.1301206,0,9.923603,1.2698,0.000212862,0.1573,0.5211381,-9
7,3/31/2018 22:00,WB-I-0007,72.470642,-149.534317,0,207,0,-3.29,-1.55,-1.55,-1.55,-1.55,0,0,0,-1.5496,-1.5471,-1.5476,-24.04425,7.851515,28.52302,28.53077,-24.04425,6.311326,22.96599,23.02046,-24.04425,580.3671,-9,17.66912,-9,16.5711,-9,10.79129,-9,6.64245,-9,4.83514,-9,3.764,-9,0,-9,0,-9,6.3,0.8605497,0.9795695,1.327085,1.191902,1.70201,0.09087878,0.002250171,-0.1276412,0,10.73221,1.2698,0.000221049,0.1452,0.4785962,-9
7,3/31/2018 23:00,WB-I-0007,72.469459,-149.528076,0,207,0,-3.154667,-1.54,-1.54,-1.54,-1.54,0,0,0,-1.543593,-1.544147,-1.544843,-24.56133,8.020365,28.49861,28.51057,-24.56133,6.447053,22.94616,23.00405,-24.56133,523.8737,-9,15.71748,-9,14.82432,-9,9.424899,-9,5.755769,-9,4.267233,-9,3.310993,-9,0,-9,0,-9,5.74,0.7616372,0.8627622,1.16157,1.043594,1.486903,0.07204957,0.004145821,-0.1245545,0,9.381983,1.270114,0.000221053,0.1452177,0.4755773,-9
