DeviceName,deviceId,DataDateTime,GPSLatitude,GPSLongitude,SST,TempPod1,TempPod2,TempPod3,TempPod4,TempPod5,TempPod6,TempPod7,PressPod1,PressPod2,LI_192_1,LI_192_1_StdDev,LI_192_2,LI_192_2_StdDev,LI_192_3,LI_192_3_StdDev,OCR_1_412nm,OCR_1_443nm,OCR_1_555nm,OCR_1_PAR,OCR_1_StdDev,OCR_2_412nm,OCR_2_443nm,OCR_2_555nm,OCR_2_PAR,OCR_2_StdDev,OCR_3_412nm,OCR_3_443nm,OCR_3_555nm,OCR_3_PAR,OCR_3_StdDev,ECO_460CDOM,ECO_532nm,ECO_695Chl
WB-I-0003,1857,3/25/2015 10:00,71.92067,-148.548721,17.34,-1.620000005,-1.620000005,-1.620000005,-1.620000005,-1.610000014,-99,-1.629999995,102,206,0,-9,0,-9,0,-9,0.01088916,0.006935742,0.01217525,0.321665794,-9,0.02328722,0.03479844,0,0,-9,0.002450175,0.033304408,0.035022579,0.539444983,-9,1.995399952,0.00020959,0.0968
WB-I-0003,1857,3/25/2015 11:00,71.921448,-148.559814,17.78,-1.620000005,-1.620000005,-1.620000005,-1.620000005,-1.620000005,-98.99782562,-1.620000005,102,206,0,-9,0,-9,0,-9,0.01116922,0.006115446,0.01149407,0.314036787,-9,0.02412237,0.03570595,0,0,-9,0.002635348,0.032776799,0.03413165,0.540843129,-9,1.995399952,0.00020959,0.108900003
WB-I-0003,1857,3/25/2015 12:00,71.922272,-148.571503,18.07,-1.620000005,-1.620000005,-1.620000005,-1.620000005,-1.620000005,-98.99565125,-1.629999995,102,206,0,-9,0,-9,0,-9,0.01101076,0.006820077,0.01107304,0.317264587,-9,0.023633219,0.035219729,0,0,-9,0.002586572,0.033034269,0.035008632,0.556820571,-9,1.995399952,0.00020959,0.0968
WB-I-0003,1857,3/25/2015 13:00,71.923279,-148.584076,18.15,-1.620000005,-1.620000005,-1.620000005,-1.620000005,-1.610000014,-98.99347687,-1.620000005,102,206,0,-9,0,-9,0,-9,0.01119205,0.005979307,0.01217691,0.318621695,-9,0.02383076,0.03627475,0,0,-9,0.002463319,0.032944229,0.03430672,0.557552874,-9,2.086100102,0.000202363,0.084700003
WB-I-0003,1857,3/25/2015 14:00,71.924515,-148.597183,18.41,-1.610000014,-1.610000014,-1.620000005,-1.620000005,-1.610000014,-98.99131012,-1.620000005,102,206,0,-9,0,-9,0,-9,0.01185753,0.006353691,0.011441,0.310507387,-9,0.02410356,0.036083251,0,0,-9,0.002196074,0.03226354,0.034362521,0.558189988,-9,1.995399952,0.000202363,0.0968
WB-I-0003,1857,3/25/2015 15:00,71.925812,-148.610062,18.35,-1.610000014,-1.610000014,-1.620000005,-1.620000005,-1.610000014,-98.98913574,-1.620000005,102,206,0,-9,0,-9,0,-9,0.01401599,0.009149876,0.01128536,0.341150492,-9,0.02608664,0.038967062,0,0,-9,0.003411086,0.034768488,0.03415791,0.561632812,-9,1.995399952,0.00020959,0.084700003
WB-I-0003,1857,3/25/2015 16:00,71.927109,-148.623566,18.49,-1.610000014,-1.610000014,-1.620000005,-1.620000005,-1.610000014,-98.98697662,-1.620000005,102,206,0.706529973,-9,0.410180002,-9,0,-9,0.057402238,0.059160799,0.02298362,0.589706778,-9,0.058357641,0.083003581,0.001028836,0,-9,0.01744155,0.05989312,0.037660912,0.676760971,-9,2.086100102,0.000216817,0.0968
WB-I-0003,1857,3/25/2015 17:00,71.928314,-148.637527,19.05,-1.610000014,-1.610000014,-1.610000014,-1.620000005,-1.610000014,-98.98480988,-1.620000005,102,206,3.532649997,-9,2.050899984,-9,0,-9,0.161108703,0.186470196,0.072224632,1.351585985,-9,0.138723999,0.196183205,0.028138111,0.34283641,-9,0.05187865,0.122597098,0.054343268,1.029572964,-9,1.995399952,0.000202363,0.084700003
WB-I-0003,1857,3/25/2015 18:00,71.929314,-148.651505,20.45,-1.610000014,-1.610000014,-1.610000014,-1.620000005,-1.610000014,-98.98265076,-1.620000005,102,206,7.53632021,-9,4.717070103,-9,0,-9,0.305840313,0.373247415,0.162609994,2.606148005,-9,0.254877508,0.37156269,0.100058898,1.380107045,-9,0.103146598,0.221335501,0.084827833,1.625123978,-9,1.995399952,0.000202363,0.0726
WB-I-0003,1857,3/25/2015 19:00,71.930321,-148.665161,22.04,-1.610000014,-1.610000014,-1.610000014,-1.620000005,-1.610000014,-98.98049164,-1.629999995,102,206,11.06896973,-9,6.973060131,-9,0,-9,0.459348708,0.559793115,0.241620794,3.767550945,-9,0.376609504,0.546459317,0.163679197,2.354718923,-9,0.1569269,0.318337709,0.113171399,2.16762495,-9,1.995399952,0.000202363,0.084700003
WB-I-0003,1857,3/25/2015 20:00,71.931206,-148.678299,22.19,-1.610000014,-1.610000014,-1.610000014,-1.620000005,-1.610000014,-98.97834015,-1.620000005,102,206,10.59794998,-9,6.56288004,-9,0,-9,0.470912904,0.553353489,0.226311296,3.637358904,-9,0.385726512,0.539080978,0.1512703,2.239518881,-9,0.159588501,0.314330697,0.1064137,2.102802992,-9,1.995399952,0.00020959,0.084700003
WB-I-0003,1857,3/25/2015 21:00,71.932022,-148.690201,24.78,-1.610000014,-1.610000014,-1.610000014,-1.620000005,-1.610000014,-98.97618866,-1.620000005,102,206,13.8950901,-9,8.613780022,-9,0,-9,0.598900616,0.713525593,0.298927814,4.684770107,-9,0.487425715,0.689102471,0.210890606,3.126403093,-9,0.204564706,0.398914009,0.131957799,2.607234001,-9,2.086100102,0.00020959,0.084700003
WB-I-0003,1857,3/25/2015 22:00,71.932755,-148.701187,26.61,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.97403717,-1.629999995,102,206,15.54366016,-9,9.639229775,-9,0,-9,0.644163489,0.7775895,0.340148389,5.16231823,-9,0.523675919,0.74836272,0.243211702,3.521707058,-9,0.220213801,0.431414992,0.145387501,2.825074911,-9,1.995399952,0.000202363,0.084700003
WB-I-0003,1857,3/25/2015 23:00,71.933167,-148.711121,25.04,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.97189331,-1.620000005,102,206,14.36610985,-9,9.023960113,-9,0,-9,0.612619698,0.735541224,0.317270011,4.882874012,-9,0.505272329,0.720017672,0.229084298,3.32801795,-9,0.207801998,0.405770093,0.137798294,2.669470072,-9,1.995399952,0.000195136,0.0968
WB-I-0003,1857,3/26/2015 0:00,71.93354,-148.721359,24.25,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.96974182,-1.620000005,102,205,12.71753979,-9,8.20359993,-9,0,-9,0.545947112,0.654364758,0.280333831,4.366327382,-9,0.446361095,0.63670373,0.197050706,2.861568928,-9,0.186342999,0.367765307,0.125746504,2.440550089,-9,1.995399952,0.000202363,0.108900003
WB-I-0003,1857,3/26/2015 1:00,71.933739,-148.731445,23.3,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.96760559,-1.620000005,102,205,10.12693024,-9,6.357789995,-9,0,-9,0.444214195,0.533679784,0.229692295,3.608530045,-9,0.361338407,0.515251398,0.151001901,2.172616006,-9,0.148982599,0.300027788,0.106298,2.066068888,-9,2.086100102,0.000202363,0.108900003
WB-I-0003,1857,3/26/2015 2:00,71.934128,-148.741974,22.98,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.96546173,-1.620000005,102,205,6.829790112,-9,4.306890009,-9,0,-9,0.309458405,0.3696464,0.156658307,2.554847001,-9,0.255441904,0.363831907,0.094131343,1.311951041,-9,0.102703497,0.216734201,0.081435069,1.574419021,-9,1.995399952,0.00020959,0.108900003
WB-I-0003,1857,3/26/2015 3:00,71.934509,-148.75235,21.15,-1.610000014,-1.610000014,-1.610000014,-1.620000005,-1.610000014,-98.9633255,-1.620000005,102,205,3.297139883,-9,2.218551559,-9,0,-9,0.175915897,0.203337997,0.081212573,1.48545301,-9,0.152600708,0.216805677,0.045679872,0.566011425,-9,0.05789033,0.132997304,0.05630048,1.094485998,-9,1.995399952,0.000202363,0.108900003
WB-I-0003,1857,3/26/2015 4:00,71.934929,-148.76268,18.74,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.96118927,-1.620000005,102,205,0.942040028,-9,0.61527002,-9,0,-9,0.073008843,0.079571411,0.03226018,0.7217412,-9,0.07224036,0.102463402,0.009435974,0,-9,0.02319153,0.07091102,0.041079938,0.748245895,-9,1.995399952,0.000202363,0.120999999
WB-I-0003,1857,3/26/2015 5:00,71.935341,-148.77269,16.29,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.95905304,-1.620000005,102,205,0,-9,0,-9,0,-9,0.01824872,0.01460717,0.01327386,0.376133501,-9,0.029311121,0.042762559,0,0,-9,0.004483859,0.038357921,0.034278542,0.584424496,-9,1.995399952,0.000202363,0.133100003
WB-I-0003,1857,3/26/2015 6:00,71.935791,-148.78244,15.05,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.95692444,-1.620000005,102,205,0,-9,0,-9,0,-9,0.0109948,0.005925063,0.01211692,0.325826585,-9,0.023321031,0.03556801,0,0,-9,0.001373605,0.033068601,0.032893859,0.563639522,-9,1.995399952,0.00020959,0.120999999
WB-I-0003,1857,3/26/2015 7:00,71.936302,-148.792252,14.04,-1.610000014,-1.610000014,-1.610000014,-1.620000005,-1.610000014,-98.95479584,-1.620000005,102,205,0,-9,0,-9,0,-9,0.01161461,0.006496744,0.01276436,0.321816593,-9,0.02399068,0.035376519,0,0,-9,0.001689333,0.03324673,0.033543252,0.558404028,-9,2.086100102,0.000202363,0.108900003
WB-I-0003,1857,3/26/2015 8:00,71.936707,-148.802322,13.58,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.95267487,-1.620000005,102,205,0,-9,0,-9,0,-9,0.01083634,0.006238025,0.01271847,0.330953389,-9,0.02300296,0.035661969,0,0,-9,0.002309982,0.03360353,0.034082409,0.56111449,-9,1.995399952,0.000202363,0.120999999
WB-I-0003,1857,3/26/2015 9:00,71.93708,-148.812897,13.61,-1.610000014,-1.610000014,-1.610000014,-1.620000005,-1.610000014,-98.95054626,-1.620000005,102,205,0,-9,0,-9,0,-9,0.0108435,0.006974829,0.0117896,0.333398998,-9,0.023857219,0.035332531,0,0,-9,0.002321373,0.033023581,0.03338214,0.555484414,-9,1.995399952,0.000202363,0.120999999
WB-I-0003,1857,3/26/2015 10:00,71.937431,-148.823868,13.45,-1.610000014,-1.610000014,-1.610000014,-1.620000005,-1.610000014,-98.94842529,-1.620000005,102,205,0,-9,0,-9,0,-9,0.01114969,0.005562378,0.01218935,0.331467003,-9,0.02406211,0.03577866,0,0,-9,0.002405489,0.032452639,0.033341929,0.552198529,-9,2.086100101,0.000202363,0.0968
WB-I-0003,1857,3/26/2015 11:00,71.937721,-148.834961,13.03,-1.610000014,-1.610000014,-1.610000014,-1.620000005,-1.610000014,-98.94631195,-1.620000005,102,205,0,-9,0,-9,0,-9,0.01140856,0.006360604,0.01223883,0.327607811,-9,0.0231179,0.036462359,0,0,-9,0.00191744,0.032775112,0.0337919,0.555118203,-9,2.086100102,0.000202363,0.133100003
WB-I-0003,1857,3/26/2015 12:00,71.937958,-148.846405,13.63,-1.610000014,-1.610000014,-1.610000014,-1.620000005,-1.610000014,-98.94419861,-1.620000005,102,205,0,-9,0,-9,0,-9,0.01217087,0.005976116,0.01158779,0.320129603,-9,0.02376697,0.035376519,0,0,-9,0.001481963,0.032665089,0.033212539,0.542854488,-9,2.086100102,0.000202363,0.108900003
WB-I-0003,1857,3/26/2015 13:00,71.938118,-148.858185,13.45,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.94208527,-1.620000005,102,205,0,-9,0,-9,0,-9,0.01151585,0.006886551,0.01169561,0.323809803,-9,0.023689659,0.035384301,0.004139465,0,-9,0.002052084,0.03253537,0.03338049,0.540633917,-9,2.086100102,0.000202363,0.108900003
WB-I-0003,1857,3/26/2015 14:00,71.938278,-148.870255,12.82,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.93997192,-1.620000005,101,205,0,-9,0,-9,0,-9,0.01082919,0.006127411,0.01163728,0.332494289,-9,0.02387603,0.03578255,0.013823898,0,-9,0.002455725,0.032342888,0.03296553,0.540633917,-9,1.995399952,0.000195136,0.084700003
WB-I-0003,1857,3/26/2015 15:00,71.938416,-148.882675,14.89,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.93785858,-1.620000005,101,205,0,-9,0,-9,0,-9,0.015626989,0.01177562,0.01345798,0.356196404,-9,0.027106389,0.03942306,0.020486425,0.038918102,-9,0.003506301,0.035677951,0.03376209,0.564676225,-9,2.086100102,0.000202363,0.108900003
WB-I-0003,1857,3/26/2015 16:00,71.93856,-148.895721,17.32,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.93575287,-1.620000005,101,205,0.471020012,-9,0.20509,-9,0,-9,0.058703478,0.060564749,0.025156509,0.597910702,-9,0.059956811,0.083669923,0.022742548,0.153631021,-9,0.018037951,0.061441898,0.037578579,0.688782096,-9,1.904700041,0.00020959,0.108900003
WB-I-0003,1857,3/26/2015 17:00,71.938843,-148.90947,19.15,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.93365479,-1.620000005,101,205,2.119590045,-9,1.435629964,-9,0,-9,0.142403394,0.157550797,0.05969619,1.182880998,-9,0.125323102,0.174546003,0.01920777,0.209153101,-9,0.04697391,0.111363098,0.049435891,0.948468328,-9,1.995399952,0.000202363,0.108900003
WB-I-0003,1857,3/26/2015 18:00,71.939018,-148.923401,19.91,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.93154907,-1.620000005,101,205,3.061630011,-9,2.050899983,-9,0,-9,0.253974378,0.293269994,0.11678983,2.034043426,-9,0.179542005,0.236427799,0.031660289,0.486163497,-9,0.070533738,0.146412402,0.055510748,1.117007017,-9,1.904700041,0.000202363,0.108900003
WB-I-0003,1857,3/26/2015 19:00,71.939339,-148.938278,21.66,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.92945099,-1.620000005,101,205,7.536320206,-9,5.127250192,-9,0,-9,0.381441414,0.450748295,0.187321603,3.037342071,-9,0.312919706,0.440799713,0.117523901,1.715590953,-9,0.129783407,0.260629296,0.09192849,1.813230037,-9,2.086100101,0.000202363,0.0968
WB-I-0003,1857,3/26/2015 20:00,71.939713,-148.954254,23.22,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.92735291,-1.620000005,101,205,10.12693024,-9,6.973060132,-9,0,-9,0.501011372,0.596965909,0.253306896,3.974432946,-9,0.409450501,0.580932319,0.172725797,2.529392005,-9,0.173482597,0.340353787,0.116497703,2.264493943,-9,2.086100101,0.00020959,0.084700003
WB-I-0003,1857,3/26/2015 21:00,71.940041,-148.970459,22.8,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.92526245,-1.620000005,101,205,9.655909538,-9,6.973060131,-9,0,-9,0.555649877,0.661302388,0.277388513,4.344346046,-9,0.465790004,0.657792985,0.197555006,2.944364071,-9,0.199138001,0.38511169,0.127320394,2.525368929,-9,1.995399952,0.00020959,0.0968
WB-I-0003,1857,3/26/2015 22:00,71.94062,-148.987946,22.33,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.923172,-1.620000005,101,205,8.713870049,-9,6.357789994,-9,0,-9,0.552695572,0.654314876,0.2682468,4.246394158,-9,0.476171404,0.667009711,0.196923196,2.962315083,-9,0.2070207,0.396540403,0.128234103,2.571504116,-9,1.995399952,0.000202363,0.108900003
WB-I-0003,1857,3/26/2015 23:00,71.940903,-149.006104,21.95,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-1.610000014,-98.92108154,-1.620000005,101,205,8.478360176,-9,6.152699947,-9,0,-9,0.532277226,0.629510283,0.259384394,4.110655784,-9,0.455224097,0.636787713,0.186439902,2.797689914,-9,0.2070207,0.396540403,0.128234103,2.571504116,-9,1.904700041,0.00020959,0.108900003
WB-I-0003,1857,3/27/2015 0:00,71.9412853,-149.0244865,22.4278,-1.609972239,-1.610105872,-1.609972239,-1.610009432,-1.609972715,-98.91899872,-1.620111108,101,205,7.322888388,-9,5.349634804,-9,0,-9,0.462759393,0.538652932,0.214894615,3.514643693,-9,0.395733412,0.547873372,0.150228245,2.26180184,-9,0.169352723,0.325115469,0.106909394,2.149060366,-9,1.903384151,0.000209686,0.096925324
WB-I-0003,1857,3/27/2015 1:00,71.941666,-149.043198,22.15,-1.610000014,-1.600000024,-1.610000014,-1.610000014,-1.610000014,-98.91690826,-1.600000024,101,205,6.358769894,-9,4.511980057,-9,0,-9,0.401282102,0.47262609,0.192043901,3.132668972,-9,0.345440805,0.484805405,0.131474003,1.945551992,-9,0.146548793,0.289296389,0.098927662,1.963660956,-9,1.995399952,0.000202363,0.0968
WB-I-0003,1857,3/27/2015 2:00,71.94207,-149.061722,22.33,-1.600000024,-1.600000024,-1.600000024,-1.610000014,-1.600000024,-98.91482544,-1.549999952,101,205,5.652239798,-9,4.101799964,-9,0,-9,0.329857588,0.405617893,0.183326602,2.853591918,-9,0.286140203,0.420719594,0.123462804,1.693488001,-9,0.120132498,0.251848191,0.094741888,1.815484047,-9,1.948873872,0.000200546,0.098086931
WB-I-0003,1857,3/27/2015 3:00,71.942368,-149.079605,21.7,-1.600000024,-1.600000024,-1.600000024,-1.600000024,-1.600000024,-98.91275024,-1.5,101,205,2.8261199,-9,2.050899983,-9,0,-9,0.188263297,0.221968696,0.093302012,1.625959992,-9,0.169179499,0.2445876,0.04866495,0.631802917,-9,0.067101918,0.150952399,0.06225799,1.204440951,-9,1.904700041,0.000202363,0.0968
WB-I-0003,1857,3/27/2015 4:00,71.942673,-149.097046,20.41,-1.600000024,-1.600000024,-1.600000024,-1.610000014,-1.600000024,-98.91067505,-1.50999999,101,205,0.942040027,-9,0.615270019,-9,0,-9,0.079760984,0.088041067,0.038737401,0.783654094,-9,0.078885108,0.113859199,0.002325011,0,-9,0.02695602,0.077936247,0.04203406,0.780933082,-9,1.995399952,0.000202363,0.0968
WB-I-0003,1857,3/27/2015 5:00,71.943108,-149.113678,18.68,-1.600000024,-1.600000024,-1.600000024,-1.610000014,-1.590000033,-98.90859985,-1.549999952,101,205,0,-9,0,-9,0,-9,0.020938961,0.017571669,0.01489994,0.377066493,-9,0.03109842,0.04576904,0,0,-9,0.005276537,0.039776981,0.033996791,0.572374821,-9,1.995399952,0.000202363,0.108900003
WB-I-0003,1857,3/27/2015 6:00,71.943527,-149.130051,17.5,-1.600000024,-1.600000024,-1.600000024,-1.610000014,-1.590000033,-98.90652466,-1.610000014,101,205,0,-9,0,-9,0,-9,0.01202479,0.006697497,0.01316245,0.32866329,-9,0.02312731,0.03509137,0,0,-9,0.002555029,0.033642929,0.033495929,0.553382576,-9,1.995399952,0.00020959,0.120999999
WB-I-0003,1857,3/27/2015 7:00,71.943939,-149.146439,17.29,-1.600000024,-1.600000024,-1.600000024,-1.610000014,-1.600000024,-98.90445709,-1.600000024,101,205,0,-9,0,-9,0,-9,0.0117219,0.006095238,0.01261923,0.326490998,-9,0.023560019,0.035784639,0,0,-9,0.002444626,0.032843489,0.033627231,0.55022037,-9,1.995399952,0.000202363,0.108900003
WB-I-0003,1857,3/27/2015 8:00,71.944206,-149.162338,17.65,-1.610000014,-1.600000024,-1.600000024,-1.610000014,-1.580000043,-98.90238953,-1.649999976,101,205,0,-9,0,-9,0,-9,0.01093318,0.00546373,0.01261232,0.32637319,-9,0.02300296,0.035880391,0,0,-9,0.001420337,0.034158152,0.03330335,0.55435729,-9,1.995399952,0.000202363,0.0968
WB-I-0003,1857,3/27/2015 9:00,71.944412,-149.178741,18.58,-1.600000024,-1.600000024,-1.600000024,-1.610000014,-1.580000043,-98.90032196,-1.649999976,101,205,0,-9,0,-9,0,-9,0.01029769,0.006221008,0.01255205,0.328903586,-9,0.02359177,0.034817591,0,0,-9,0.001921237,0.033693571,0.032801129,0.556459189,-9,1.995399952,0.000195136,0.108900003
WB-I-0003,1857,3/27/2015 10:00,71.944588,-149.195297,19.89,-1.600000024,-1.600000024,-1.600000024,-1.600000024,-1.590000033,-98.89826202,-1.639999986,101,205,0,-9,0,-9,0,-9,0.01147541,0.006015202,0.01347567,0.324262202,-9,0.023232549,0.034848109,0,0,-9,0.001620405,0.032974899,0.0340266,0.570819914,-9,1.995399952,0.000202363,0.084700003
WB-I-0003,1857,3/27/2015 11:00,71.944771,-149.212021,20.82,-1.600000024,-1.600000024,-1.600000024,-1.600000024,-1.610000014,-98.89620209,-1.639999986,101,205,0,-9,0,-9,0,-9,0.01122727,0.005853537,0.01255205,0.32836169,-9,0.023428321,0.03453394,0,0,-9,0.001964171,0.03340346,0.033289399,0.550491393,-9,1.995399952,0.000202363,0.108900003
WB-I-0003,1857,3/27/2015 12:00,71.944778,-149.229111,21.56,-1.600000024,-1.600000024,-1.600000024,-1.600000024,-1.610000014,-98.89414215,-1.649999976,101,205,0,-9,0,-9,0,-9,0.01193676,0.006047376,0.01302091,0.333818406,-9,0.023857219,0.035554849,0,0,-9,0.002457769,0.03379431,0.033044308,0.541485012,-9,1.995399952,0.000195136,0.0968
WB-I-0003,1857,3/27/2015 13:00,71.944748,-149.245834,21.39,-1.600000024,-1.600000024,-1.600000024,-1.600000024,-1.629999995,-98.89208984,-1.639999986,101,205,0,-9,0,-9,0,-9,0.01132052,0.005082698,0.01306514,0.33372891,-9,0.023687899,0.03574425,0,0,-9,0.002014699,0.034177851,0.033977371,0.563668072,-9,1.995399952,0.000202363,0.084700003
WB-I-0003,1857,3/27/2015 14:00,71.944672,-149.26149,21.27,-1.600000024,-1.600000024,-1.600000024,-1.600000024,-1.629999995,-98.89003754,-1.639999986,101,205,0,-9,0,-9,0,-9,0.01135409,0.005582852,0.0130386,0.337649405,-9,0.023102609,0.035378609,0,0,-9,0.001753004,0.03349885,0.034073651,0.5631212,-9,2.086100102,0.000195136,0.0968
WB-I-0003,1857,3/27/2015 15:00,71.944481,-149.277924,21.43,-1.600000024,-1.600000024,-1.600000024,-1.600000024,-1.629999995,-98.88798523,-1.629999995,101,205,0,-9,0,-9,0,-9,0.016667711,0.01078515,0.01298193,0.348595709,-9,0.027032901,0.04136854,0,0,-9,0.00366139,0.036117479,0.033863571,0.573806107,-9,1.995399952,0.00020959,0.0968
WB-I-0003,1857,3/27/2015 16:00,71.944336,-149.294617,21.75,-1.600000024,-1.600000024,-1.600000024,-1.600000024,-1.629999995,-98.88594055,-1.649999976,101,205,0.471020012,-9,0.410180002,-9,0,-9,0.06046056,0.063168421,0.026594879,0.624661624,-9,0.063476726,0.089974023,0.012579299,0,-9,0.01857069,0.063648023,0.037515659,0.708777726,-9,1.995399952,0.000202363,0.108900003
