DeviceName,deviceId,DataDateTime,GPSLatitude,GPSLongitude,SubmergedBool,PressPod1,PressPod2,SST,TempPod1,TempPod2,TempPod3,TempPod4,TempPod5,TempPod6,TempPod7,37IMSST1,37IMSST2,37IMSST3,37IMSST4,37IMSalinity1,37IMSalinity2,37IMSalinity3,37IMSalinity4,sigT1,sigT2,sigT3,sigT4,LI_192_0,LI_192_0_StdDev,LI_192_1,LI_192_1_StdDev,LI_192_2,LI_192_2_StdDev,LI_192_3,LI_192_3_StdDev,OCR_1_412nm,OCR_1_443nm,OCR_1_555nm,OCR_1_PAR,OCR_1_StdDev,OCR_2_412nm,OCR_2_443nm,OCR_2_555nm,OCR_2_PAR,OCR_2_StdDev,OCR_3_412nm,OCR_3_443nm,OCR_3_555nm,OCR_3_PAR,OCR_3_StdDev,OCR_4_412nm,OCR_4_443nm,OCR_4_555nm,OCR_4_PAR,OCR_4_StdDev,ECO_460CDOM,ECO_532nm,ECO_695Chl,Cyclops_Chl,Cyclops_Chl_StdDev
WB-I-0006,6,4/11/2017 3:00,73.281136,-150.200851,0,221,501,28.43,-1.5,-1.5,-1.51,-1.51,-1.51,-1.49,-1.5,-1.5098,-1.5092,-1.5081,-0.7717,27.89531,27.89463,27.89552,28.98647,22.41785,22.45676,22.51154,23.51698,524.1314,-9,13.4034,-9,10.97336,-9,3.60336,-9,0.9644186,1.213236,0.7618838,8.148063,-9,0.6240265,0.8596936,0.5208553,5.610542,-9,0.2553153,0.4395404,0.1863158,2.961371,-9,0.01152378,0.06950647,0.01425143,0.3596863,-9,1.3605,0.000174275,0.3509,0.263675,-9
WB-I-0006,6,4/11/2017 4:00,73.28291521,-150.2154613,0,220.9992,500.9994,26.76342,-1.500008,-1.5,-1.510008,-1.510001,-1.510001,-1.490001,-1.429862,-1.509393,-1.508906,-1.507513,-0.7720395,27.89492,27.89421,27.89482,28.99481,22.41753,22.45642,22.51097,23.52373,184.3762,-9,5.664357,-9,4.586295,-9,1.37717,-9,0.5124651,0.5997207,0.2563482,3.400987,-9,0.3105456,0.4129326,0.1885847,2.216594,-9,0.1257518,0.205318,0.05994375,1.354218,-9,0.003164442,0.03085085,0.004097755,0.06985457,-9,1.272178,0.000174211,0.3388989,0.2632094,-9
WB-I-0006,6,4/11/2017 5:00,73.2845,-150.229568,0,221,501,25.88,-1.5,-1.5,-1.51,-1.51,-1.51,-1.49,-1.51,-1.5106,-1.5089,-1.5072,-0.7649,27.89606,27.89421,27.89535,28.98139,22.41847,22.45642,22.51139,23.5127,81.09386,-9,2.8614,-9,2.40512,-9,0.7507,-9,0.2680689,0.3305391,0.1298358,1.862338,-9,0.1438671,0.2200413,0.1077449,1.110859,-9,0.05662985,0.1036088,0.02844094,0.8189871,-9,0,0.01441714,0.001910635,0,-9,1.1791,0.000181246,0.3388,0.301349,-9
WB-I-0006,6,4/11/2017 6:00,73.285469,-150.243286,0,221,501,24.91,-1.5,-1.5,-1.51,-1.51,-1.51,-1.49,-1.51,-1.5105,-1.5092,-1.5078,-0.8146,27.8938,27.89247,27.89321,29.01018,22.41664,22.45501,22.50966,23.53721,23.58652,-9,0.753,-9,0.60128,-9,0.15014,-9,0.0870854,0.1205184,0.03157081,0.6543977,-9,0.0207426,0.06963442,0.04511453,0.2457373,-9,0.005345153,0.02530559,0.005348763,0.398971,-9,0,0.000876417,0.002042966,0,-9,1.2698,0.000181246,0.3388,0.276233,-9
WB-I-0006,6,4/11/2017 7:00,73.28630784,-150.2562839,0,221,501.0028,24.06705,-1.500002,-1.5,-1.509999,-1.51,-1.51,-1.49,-1.509923,-1.509513,-1.508996,-1.506992,-0.7676147,27.89221,27.8916,27.89232,29.04586,22.41533,22.4543,22.50893,23.56488,2.510247,-9,0.002659614,-9,0.001649791,-9,0,-9,0.0202454,0.03969736,0.00120239,0.2196047,-9,0,0.01201298,0.0253619,0,-9,0,0,0,0.2490108,-9,0,0,0.001932009,0,-9,1.269687,0.000174367,0.3388857,0.2635334,-9
WB-I-0006,6,4/11/2017 8:00,73.287392,-150.269318,0,221,501,22.99,-1.5,-1.5,-1.51,-1.51,-1.51,-1.49,-1.51,-1.5097,-1.5096,-1.5084,-0.7894,27.89224,27.89216,27.89337,29.10224,22.41537,22.45476,22.5098,23.61102,0.12158,-9,0,-9,0,-9,0,-9,0.01268044,0.03184517,0,0.1773046,-9,0,0.006598547,0.02440462,0,-9,0,0,0,0.2272386,-9,0,0,0.001650203,0,-9,1.2698,0.000174275,0.3388,0.276233,-9
WB-I-0006,6,4/11/2017 9:00,73.28846,-150.282089,0,221,502,22.51,-1.5,-1.5,-1.51,-1.51,-1.51,-1.49,-1.51,-1.5115,-1.5096,-1.5074,-0.7883,27.89338,27.89162,27.89243,29.05067,22.4163,22.45432,22.50903,23.5693,0,-9,0,-9,0,-9,0,-9,0.01263634,0.03152878,0,0.1708307,-9,0,0.006611485,0.02441477,0,-9,0,0,0,0.2099691,-9,0,0,0.001269988,0,-9,1.1791,0.000181246,0.363,0.263675,-9
WB-I-0006,6,4/11/2017 10:00,73.28968631,-150.2947751,0,221,502.0029,21.68247,-1.499894,-1.5,-1.510028,-1.51,-1.51,-1.490002,-1.510004,-1.510405,-1.50979,-1.508576,-0.7853415,27.88915,27.88833,27.88926,29.00292,22.41287,22.45166,22.50647,23.53062,0.00021306,-9,0,-9,0,-9,0,-9,0.01222729,0.03136151,0,0.1654502,-9,0,0.005018136,0.02357711,0,-9,0,0,0,0.2171443,-9,0,0,0.000863803,0,-9,1.360497,0.000174369,0.3389658,0.2757946,-9
WB-I-0006,6,4/11/2017 11:00,73.291321,-150.307037,0,221,502,21.15,-1.51,-1.5,-1.51,-1.51,-1.51,-1.49,-1.51,-1.5114,-1.5105,-1.5092,-0.7884,27.88896,27.88787,27.88885,29.07469,22.41272,22.45129,22.50614,23.58872,0,-9,0,-9,0,-9,0,-9,0.01270465,0.03175864,0,0.1796254,-9,0,0.005844112,0.0237037,0,-9,0,0,0,0.2234884,-9,0,0,0.000504089,0,-9,1.1791,0.000174275,0.3509,0.301349,-9
WB-I-0006,6,4/11/2017 12:00,73.292755,-150.319229,0,221,502,20.61,-1.51,-1.5,-1.52,-1.51,-1.51,-1.49,-1.51,-1.5115,-1.5109,-1.5093,-0.7838,27.88703,27.88649,27.88705,28.98693,22.41115,22.45017,22.50468,23.51765,0,-9,0,-9,0,-9,0,-9,0.01291302,0.03151313,0,0.1716116,-9,0,0.006324546,0.02360112,0,-9,0,0,0,0.2249002,-9,0,0,0.000263284,0,-9,1.2698,0.000174275,0.3388,0.313907,-9
WB-I-0006,6,4/11/2017 13:00,73.294128,-150.330933,0,221,502,20.12,-1.51,-1.5,-1.52,-1.51,-1.51,-1.49,-1.51,-1.5125,-1.5117,-1.5105,-0.803,27.88702,27.88602,27.88696,29.00154,22.41115,22.4498,22.50462,23.52994,1.45896,-9,0,-9,0,-9,1.00E-10,-9,0.01670152,0.03650184,0.0000431,0.1952603,-9,0,0.009932839,0.02506281,0,-9,0,0,0,0.239299,-9,0,0,0.00021383,0,-9,1.2698,0.000174275,0.3388,0.339023,-9
WB-I-0006,6,4/11/2017 14:00,73.29544927,-150.3416494,0,220.9991,502,19.74188,-1.510002,-1.5,-1.519992,-1.509894,-1.509894,-1.499894,-1.519992,-1.512591,-1.511497,-1.510695,-0.8114254,27.88657,27.88571,27.88715,28.99297,22.41079,22.44955,22.50478,23.52322,19.33334,-9,0.4378937,-9,0.4349695,-9,0,-9,0.06501406,0.09422611,0.02157839,0.501465,-9,0.005714804,0.05143056,0.03807772,0.1279894,-9,0,0.01549735,0.002361528,0.3446232,-9,0,0.000283366,0.000621423,0,-9,1.27101,0.000181178,0.3507265,0.2894705,-9
WB-I-0006,6,4/11/2017 15:00,73.296677,-150.352264,0,221,502,19.91,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.51,-1.5136,-1.5123,-1.5113,-0.7859,27.8867,27.88496,27.88622,28.98656,22.4109,22.44895,22.50403,23.51741,86.80812,-9,2.8614,-9,2.2548,-9,0.60056,-9,0.2325763,0.2976194,0.1338053,1.766683,-9,0.1202514,0.1956251,0.1093775,1.034998,-9,0.04670087,0.09200475,0.02852023,0.7834726,-9,0,0.01205954,0.002524788,0,-9,1.1791,0.000181246,0.3509,0.276233,-9
WB-I-0006,6,4/11/2017 16:00,73.297592,-150.361984,0,221,502,20.44,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.51,-1.5135,-1.5128,-1.5114,-0.7791,27.88566,27.88489,27.88564,28.98534,22.41006,22.44889,22.50356,23.51625,167.4157,-9,7.9818,-9,6.16312,-9,0.60056,-9,0.5108868,0.6436689,0.3721547,4.212354,-9,0.30948,0.4432215,0.2583224,2.718923,-9,0.1252238,0.2216746,0.08554737,1.580772,-9,0.001844494,0.03368071,0.006455315,0.1030739,-9,1.2698,0.000181246,0.3388,0.263675,-9
WB-I-0006,6,4/11/2017 17:00,73.29839583,-150.3714399,0,221.9998,502,21.81174,-1.51,-1.5,-1.52,-1.519992,-1.519992,-1.500002,-1.519964,-1.514094,-1.51369,-1.512288,-0.7757918,27.88622,27.88507,27.88581,28.97912,22.411,22.44952,22.50419,23.51161,256.1471,-9,7.880607,-9,11.33338,-9,3.112309,-9,0.8807989,1.110399,0.6946008,7.454457,-9,0.5600502,0.7710899,0.4592682,4.958605,-9,0.2286408,0.3944982,0.1618149,2.646731,-9,0.01016681,0.06199562,0.01114901,0.2996492,-9,1.177624,0.00017437,0.3746643,0.2764031,-9
WB-I-0006,6,4/11/2017 18:00,73.29920281,-150.3810868,0,221.0135,502,23.45755,-1.51,-1.5,-1.52,-1.520002,-1.520002,-1.499999,-1.510293,-1.514,-1.513898,-1.5125,-0.7772847,27.88506,27.88431,27.88506,29.00572,22.40959,22.44844,22.50311,23.53269,333.6333,-9,20.85963,-9,16.46317,-9,4.636174,-9,1.277511,1.599909,1.027122,10.84386,-9,0.828675,1.117931,0.6690344,7.308109,-9,0.340302,0.5766001,0.241494,3.763113,-9,0.02027315,0.09235013,0.01755461,0.462758,-9,1.361525,0.000174182,0.3752746,0.251132,-9
WB-I-0006,6,4/11/2017 19:00,73.30014,-150.391739,0,221,502,24.47,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.5,-1.5143,-1.5141,-1.5125,-0.7644,27.88533,27.88422,27.88491,29.03058,22.4098,22.44836,22.50298,23.55245,384.8007,-9,29.26147,-9,20.44352,-9,5.85546,-9,1.63783,2.019861,1.276606,13.5371,-9,1.073244,1.417617,0.8284967,9.214471,-9,0.4417129,0.7334936,0.3023353,4.680127,-9,0.02953618,0.1180651,0.0219107,0.6171934,-9,1.0884,0.000181246,0.363,0.276233,-9
WB-I-0006,6,4/11/2017 20:00,73.301308,-150.402557,0,221,502,25.33,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.52,-1.5143,-1.5143,-1.5127,-0.7546,27.88546,27.88467,27.8851,29.00349,22.4099,22.44873,22.50313,23.53031,457.0192,-9,32.0778,-9,25.25376,-9,7.20672,-9,2.014105,2.483807,1.592297,16.74257,-9,1.328569,1.749149,1.030054,11.46131,-9,0.5481846,0.9076098,0.3801217,5.752923,-9,0.02953618,0.1180651,0.0219107,0.6171934,-9,1.2698,0.000181246,0.3388,0.263675,-9
WB-I-0006,6,4/11/2017 21:00,73.30274658,-150.4133586,0,221.0024,502,25.94992,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.520073,-1.51459,-1.514598,-1.513491,-0.7550597,27.8864,27.88522,27.88597,29.01044,22.41068,22.44919,22.50385,23.53594,457.5674,-9,34.46146,-9,27.1782,-9,7.803989,-9,2.175702,2.669175,1.707919,17.96564,-9,1.439054,1.881139,1.104174,12.31601,-9,0.5945146,0.9771982,0.4087034,6.155343,-9,0.04471543,0.1569791,0.03031813,0.8113486,-9,1.358605,0.000181241,0.3270856,0.275705,-9
WB-I-0006,6,4/11/2017 22:00,73.304413,-150.424545,0,221,502,26.59,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.52,-1.5151,-1.5146,-1.5136,-0.7626,27.88716,27.88563,27.88648,29.01862,22.41129,22.44951,22.50426,23.54274,475.0131,-9,35.391,-9,27.8092,-9,7.95742,-9,2.250517,2.759189,1.768149,18.58579,-9,1.556973,2.045913,1.21928,13.52386,-9,0.6153489,1.012926,0.4227233,6.371961,-9,0.04707418,0.1637086,0.03090759,0.8691167,-9,1.4512,0.000181246,0.3025,0.3134387,-9
WB-I-0006,6,4/11/2017 23:00,73.30604171,-150.4346958,0,221.9893,502,26.81822,-1.51,-1.5,-1.52,-1.52,-1.520001,-1.5,-1.520136,-1.514703,-1.514898,-1.513601,-0.7500049,27.88705,27.88631,27.88715,28.95765,22.41167,22.45055,22.50528,23.49361,545.1639,-9,33.30612,-9,26.29094,-9,7.692778,-9,2.149597,2.626467,1.664819,17.59789,-9,1.427756,1.861916,1.086041,12.15221,-9,0.5889725,0.9654451,0.4015967,6.074717,-9,0.04323442,0.1560345,0.03072717,0.7980797,-9,1.181866,0.000181246,0.33788,0.326766,-9
WB-I-0006,6,4/12/2017 0:00,73.30762077,-150.4443506,0,222.0029,502,26.06363,-1.51,-1.5,-1.52,-1.52,-1.519997,-1.5,-1.510005,-1.514898,-1.514705,-1.513501,-0.7584127,27.88737,27.88653,27.88746,28.94631,22.41195,22.45073,22.50554,23.48466,396.7981,-9,20.68824,-9,16.42872,-9,4.96716,-9,1.975087,2.422727,1.538955,16.26546,-9,1.009383,1.265409,0.6601837,7.729127,-9,0.4147423,0.6521931,0.2404121,3.993818,-9,0.02715147,0.1039374,0.01750612,0.4541354,-9,1.179693,0.000181246,0.3866698,0.2893828,-9
WB-I-0006,6,4/12/2017 1:00,73.30928412,-150.4528726,0,221.9992,502,26.64586,-1.51,-1.5,-1.52,-1.52,-1.520009,-1.5,-1.519861,-1.514896,-1.514598,-1.513597,-0.7655723,27.88776,27.88724,27.88823,29.00645,22.41226,22.4513,22.50616,23.53345,458.9131,-9,26.16744,-9,20.71579,-9,6.148236,-9,1.709197,2.107416,1.336645,14.15319,-9,1.122159,1.483802,0.873475,9.682121,-9,0.4635424,0.7683383,0.3212115,4.92104,-9,0.03217921,0.12341,0.02414078,0.6561392,-9,1.087722,0.000181246,0.3992855,0.2760969,-9
WB-I-0006,6,4/12/2017 2:00,73.310837,-150.459869,0,222,502,26.78,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.52,-1.5153,-1.5148,-1.5136,-0.7464,27.88897,27.88771,27.88865,28.92714,22.41324,22.45168,22.5065,23.46886,371.5485,-9,18.9756,-9,15.032,-9,4.5042,-9,1.305356,1.59574,0.9626313,10.45958,-9,0.8522602,1.126088,0.6417958,7.179624,-9,0.3498246,0.5809395,0.2333144,3.722869,-9,0.02171023,0.09293697,0.01746704,0.4597643,-9,1.2698,0.000181246,0.3993,0.288791,-9
WB-I-0006,6,4/12/2017 3:00,73.312363,-150.464935,0,222,502,25.24,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.52,-1.5151,-1.5147,-1.5131,-0.7848,27.88905,27.88802,27.88845,29.04304,22.41331,22.45193,22.50634,23.56352,299.33,-9,11.295,-9,9.0192,-9,2.70252,-9,0.8583154,1.024586,0.5447034,6.339965,-9,0.5459341,0.7149838,0.3700552,4.266753,-9,0.2216267,0.3651114,0.1335117,2.358922,-9,0.00837645,0.05622537,0.009155932,0.232435,-9,1.2698,0.000181246,0.3993,0.276233,-9
WB-I-0006,6,4/12/2017 4:00,73.31357895,-150.4686694,0,222,502,25.10007,-1.51,-1.5,-1.52,-1.52,-1.51,-1.5,-1.520146,-1.515204,-1.514802,-1.513594,-0.7756229,27.88955,27.88852,27.88945,29.05813,22.41371,22.45234,22.50715,23.57549,241.7032,-9,6.989206,-9,5.612214,-9,1.667094,-9,0.5392521,0.6523895,0.330328,3.982024,-9,0.3285777,0.4499856,0.2347468,2.609538,-9,0.1330797,0.224311,0.07714098,1.538632,-9,0.001908892,0.03281661,0.004877567,0.06606887,-9,1.268399,0.000181246,0.3873252,0.2878029,-9
WB-I-0006,6,4/12/2017 5:00,73.314812,-150.470978,0,222,502,24.8,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.51,-1.5148,-1.5147,-1.5136,-0.753,27.88904,27.8887,27.88959,28.94939,22.4133,22.45248,22.50727,23.48701,109.1788,-9,3.4638,-9,2.70576,-9,0.7507,-9,0.285734,0.3577235,0.1581267,2.109313,-9,0.1567263,0.2380224,0.1245158,1.277391,-9,0.06108723,0.1143713,0.03587884,0.9081716,-9,0,0.01501284,0.002016736,0.005469739,-9,1.3605,0.000181246,0.4114,0.351581,-9
WB-I-0006,6,4/12/2017 6:00,73.315819,-150.472519,0,222,502,24.5,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.52,-1.5153,-1.5155,-1.5137,-0.7433,27.88965,27.88945,27.88982,28.94858,22.4138,22.4531,22.50745,23.48611,33.19134,-9,0.9036,-9,0.7516,-9,0.15014,-9,0.09846789,0.1338562,0.03868011,0.741895,-9,0.02917052,0.07932247,0.04883099,0.3099548,-9,0.008922465,0.03168754,0.006371295,0.42575,-9,0,0.002287421,0.000694623,0,-9,1.2698,0.000181246,0.4961,0.301349,-9
WB-I-0006,6,4/12/2017 7:00,73.31658461,-150.4736444,0,222,502,23.82899,-1.51,-1.5,-1.52,-1.519997,-1.51999,-1.5,-1.510013,-1.515395,-1.51501,-1.513799,-0.7602486,27.89,27.88939,27.89019,29.01931,22.41409,22.45305,22.50776,23.54372,3.264049,-9,0.004284246,-9,0.004075991,-9,0.000424088,-9,0.02274834,0.04451437,0.002571478,0.24571,-9,0,0.01511469,0.02610225,0,-9,0,0,0,0.2562159,-9,0,0,0,0,-9,1.270666,0.000181244,0.4607936,0.3014336,-9
WB-I-0006,6,4/12/2017 8:00,73.31736925,-150.4751664,0,222,502,24.55985,-1.51,-1.5,-1.52,-1.520009,-1.520003,-1.5,-1.519953,-1.515896,-1.514992,-1.513896,-0.7568616,27.89047,27.88938,27.89041,28.98897,22.41446,22.45304,22.50793,23.5191,-0.01862785,-9,0,-9,0,-9,0,-9,0.01330599,0.03219365,0,0.1782488,-9,0,0.007536938,0.02385246,0,-9,0,0,0,0.226701,-9,0,0,0,0,-9,1.179207,0.000181254,0.4237038,0.2764915,-9
WB-I-0006,6,4/12/2017 9:00,73.318199,-150.477997,0,222,502,24.4,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.51,-1.5157,-1.5155,-1.5141,-0.7595,27.89056,27.89026,27.89114,28.97607,22.41454,22.45376,22.50853,23.50875,0,-9,0,-9,0,-9,0.002705573,-9,0.01188181,0.03157021,0,0.171472,-9,0,0.005314224,0.0234916,0,-9,0,0,0,0.2268671,-9,0,0,0,0,-9,1.2698,0.000181246,0.4235,0.288791,-9
WB-I-0006,6,4/12/2017 10:00,73.318947,-150.480743,0,222,502,23.63,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.51,-1.5153,-1.5151,-1.5137,-0.7593,27.89059,27.89029,27.89117,28.96115,22.41456,22.45378,22.50855,23.49668,-1.00E-10,-9,0,-9,0,-9,0,-9,0.01213457,0.03037213,0,0.17217,-9,0,0.006716427,0.0241944,0,-9,0,0,0,0.2266389,-9,0,0,0,0,-9,1.2698,0.000181246,0.4356,0.301349,-9
WB-I-0006,6,4/12/2017 11:00,73.31963713,-150.4832843,0,222,502,23.95782,-1.51,-1.5,-1.52,-1.51,-1.52,-1.5,-1.519871,-1.515002,-1.515008,-1.513499,-0.7587504,27.89071,27.89087,27.89165,28.94323,22.41465,22.45425,22.50895,23.48218,0.001259032,-9,0,-9,0.000024743,-9,0,-9,0.01168686,0.03110843,0,0.1701269,-9,0,0.006722867,0.0236152,0,-9,0,0,0,0.23385,-9,0,0,0,0,-9,1.270007,0.000174182,0.4962303,0.263728,-9
WB-I-0006,6,4/12/2017 12:00,73.320389,-150.485092,0,222,502,24.72,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.52,-1.515,-1.5142,-1.5135,-0.7557,27.89193,27.8908,27.89166,28.94734,22.41564,22.45418,22.50895,23.48543,0,-9,0,-9,0,-9,0,-9,0.01250521,0.03204925,0,0.1649938,-9,0,0.006017195,0.02396708,0,-9,0,0,0,0.2243745,-9,0,0,0,0,-9,1.2698,0.000188217,0.4235,0.288791,-9
WB-I-0006,6,4/12/2017 13:00,73.321129,-150.485855,0,222,502,25.25,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.51,-1.5152,-1.5143,-1.5131,-0.7575,27.89266,27.89103,27.89223,28.9553,22.41623,22.45437,22.5094,23.49191,1.09422,-9,0,-9,0,-9,0,-9,0.01759439,0.03738566,0.001243915,0.2039154,-9,0,0.01095236,0.02575359,0,-9,0,0,0,0.234542,-9,0,0,0,0,-9,1.3605,0.000181246,0.4235,0.263675,-9
WB-I-0006,6,4/12/2017 14:00,73.32167771,-150.4855317,0,222,502,25.62361,-1.51,-1.5,-1.52,-1.51999,-1.52,-1.5,-1.519832,-1.515601,-1.514896,-1.514095,-0.743473,27.89224,27.89119,27.89236,28.90723,22.4159,22.45451,22.50952,23.4527,15.55451,-9,0.574452,-9,0.4289403,-9,0.1445292,-9,0.07224376,0.1032189,0.02531258,0.5538698,-9,0.009936923,0.05676339,0.03994144,0.1673919,-9,0.000725164,0.01805178,0.003486801,0.359753,-9,0,4.51E-05,0.000263816,0,-9,1.271922,0.0001812,0.4481874,0.300947,-9
WB-I-0006,6,4/12/2017 15:00,73.322128,-150.48436,0,222,502,26.04,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.52,-1.5152,-1.5148,-1.5135,-0.7486,27.89212,27.89123,27.89207,28.9968,22.4158,22.45454,22.50928,23.52522,68.93586,-9,2.8614,-9,2.2548,-9,0.60056,-9,0.2394991,0.301742,0.1261363,1.754455,-9,0.1245193,0.1996126,0.103835,1.02656,-9,0.04764985,0.09314804,0.02861698,0.7687808,-9,0,0.01173709,0.00203384,0,-9,1.1791,0.000181246,0.3872,0.288791,-9
WB-I-0006,6,4/12/2017 16:00,73.322426,-150.4823,0,222,502,26.34,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.51,-1.5154,-1.5149,-1.5136,-0.7382,27.89258,27.89146,27.8923,28.96452,22.41617,22.45473,22.50946,23.49887,146.2607,-9,6.1746,-9,4.81024,-9,1.35126,-9,0.4869042,0.5867131,0.2801656,3.492841,-9,0.2929756,0.4018857,0.2006293,2.270863,-9,0.1145393,0.1981535,0.06509289,1.367569,-9,0.000823672,0.02875094,0.004431924,0.06492618,-9,1.1791,0.000181246,0.3993,0.276233,-9
WB-I-0006,6,4/12/2017 17:00,73.32280884,-150.4799008,0,222,502,27.12647,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.519867,-1.514909,-1.514304,-1.513599,-0.7378505,27.89225,27.89129,27.89242,29.02765,22.4159,22.45459,22.50957,23.54989,309.0916,-9,16.57067,-9,12.81334,-9,3.422882,-9,0.9303017,1.191605,0.7993659,8.314566,-9,0.5913246,0.826905,0.5249594,5.530068,-9,0.2373438,0.4217656,0.1868641,2.901081,-9,0.009702797,0.06322038,0.01335428,0.3095182,-9,1.268553,0.000195209,0.3993994,0.2763289,-9
WB-I-0006,6,4/12/2017 18:00,73.32310142,-150.4772464,0,222,502,30.23157,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.520035,-1.51489,-1.514595,-1.513704,-0.7463327,27.89289,27.89224,27.89306,28.96111,22.41642,22.45535,22.51008,23.49632,360.4563,-9,20.90908,-9,16.36241,-9,4.494539,-9,1.285796,1.594589,1.011985,10.74086,-9,0.8339999,1.114677,0.6614633,7.262948,-9,0.3349912,0.5695727,0.2388237,3.736537,-9,0.01909528,0.08652741,0.01700087,0.3934245,-9,1.271273,0.000181346,0.399231,0.263879,-9
WB-I-0006,6,4/12/2017 19:00,73.323242,-150.474747,0,222,502,29.21,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.52,-1.5155,-1.5145,-1.5133,-0.7757,27.89497,27.89338,27.89377,29.00399,22.41811,22.45628,22.51065,23.53172,490.089,-9,22.4394,-9,17.73776,-9,5.10476,-9,1.489085,1.806203,1.102471,11.88962,-9,0.9750465,1.268574,0.7232913,8.118112,-9,0.391896,0.6495789,0.2632122,4.127218,-9,0.02445194,0.09874102,0.01832226,0.4620101,-9,1.1791,0.000188217,0.3993,0.263675,-9
WB-I-0006,6,4/12/2017 20:00,73.323242,-150.472351,0,222,502,30.02,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.52,-1.5147,-1.5142,-1.5135,-0.7852,27.89517,27.89404,27.89491,28.96862,22.41827,22.45681,22.51158,23.50336,587.353,-9,26.5056,-9,21.0448,-9,6.15574,-9,1.752567,2.123813,1.314503,14.05892,-9,1.15283,1.493345,0.8579647,9.641913,-9,0.4641142,0.7678366,0.3142782,4.848794,-9,0.03047039,0.1179702,0.02264966,0.5763217,-9,1.2698,0.000181246,0.3751,0.288791,-9
WB-I-0006,6,4/12/2017 21:00,73.32318147,-150.4704862,0,222,502,30.58859,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.520006,-1.514693,-1.514203,-1.513304,-0.7868915,27.89638,27.89458,27.89485,28.99148,22.41925,22.45725,22.51153,23.52188,650.2397,-9,30.20017,-9,23.84631,-9,6.891985,-9,1.980295,2.396299,1.499324,15.93645,-9,1.304467,1.685102,0.974632,10.91889,-9,0.5270916,0.8669881,0.3585939,5.455695,-9,0.03616941,0.1331656,0.02632023,0.6888125,-9,1.354975,0.000181075,0.3509203,0.2891071,-9
WB-I-0006,6,4/12/2017 22:00,73.323158,-150.468842,0,222,502,29.85,-1.51,-1.5,-1.52,-1.52,-1.52,-1.5,-1.52,-1.5149,-1.5139,-1.5132,-0.7807,27.89617,27.8943,27.89544,29.00548,22.41908,22.45702,22.51201,23.53305,683.6443,-9,33.7344,-9,26.60664,-9,7.65714,-9,2.165982,2.635387,1.68136,17.70546,-9,1.432677,1.855042,1.090334,12.16879,-9,0.5772723,0.9538531,0.402394,6.024607,-9,0.04066582,0.1461805,0.02900393,0.7640953,-9,1.7233,0.000197436,0.363,0.276233,-9
WB-I-0006,6,4/12/2017 23:00,73.32299323,-150.466743,0,222,502,31.46948,-1.51,-1.5,-1.520001,-1.520001,-1.520001,-1.5,-1.520094,-1.514211,-1.514098,-1.513013,-0.7884389,27.89524,27.89462,27.89498,28.97913,22.41832,22.45728,22.51163,23.51194,498.7039,-9,31.95279,-9,24.97466,-9,7.212498,-9,2.075413,2.512302,1.578359,16.74468,-9,1.376738,1.774299,1.028955,11.54236,-9,0.5562955,0.9154598,0.3811187,5.779838,-9,0.04056983,0.1417728,0.02732628,0.7259293,-9,1.277942,0.000202378,0.3510117,0.3136302,-9
WB-I-0006,6,4/13/2017 0:00,73.32282529,-150.4645263,0,222,502,33.17929,-1.509998,-1.500001,-1.519998,-1.519998,-1.519998,-1.499998,-1.510143,-1.513901,-1.513908,-1.5122,-0.7692812,27.89656,27.89538,27.89609,28.95749,22.41939,22.45789,22.51252,23.49398,468.8668,-9,30.4948,-9,23.95564,-9,6.922646,-9,1.960972,2.38732,1.515241,16.00367,-9,1.298173,1.683981,0.9895102,11.00373,-9,0.5235218,0.8678183,0.3652627,5.508027,-9,0.03577104,0.1327574,0.02577755,0.697796,-9,1.087296,0.000181448,0.3741086,0.3015025,-9
